id,domanda,reale,alternative_json
842,does the spanish alphabet have more letters than the english alphabet,true,"[{""domanda_alt"": ""does the spanish alphabet have more letters than the english alphabet"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.25080000563876953, ""false"": 0.7490893060807178, ""altro"": 3.0945999334283744e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the Spanish language use a greater number of distinct characters in its orthography compared to the English language?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5541151859217591, ""false"": 0.44577162251953006, ""altro"": 2.8592211981228544e-05}, ""ordine"": null}, {""domanda_alt"": ""Are there more characters in the Spanish alphabet compared to those found in the English alphabet?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.29902602632004305, ""false"": 0.7008671160267022, ""altro"": 2.8174609642291427e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the Spanish language employ a greater number of distinct characters than the English language?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5132189987089396, ""false"": 0.4866928806653127, ""altro"": 2.3051654227123207e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the number of characters in the Spanish alphabet greater than that found in the English alphabet?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.3458646093718123, ""false"": 0.6539873941323804, ""altro"": 3.998155988706752e-05}, ""ordine"": null}, {""domanda_alt"": ""Are there more characters in the Spanish alphabet compared to those found in the English alphabet?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.29902602632004305, ""false"": 0.7008671160267022, ""altro"": 2.8174609642291427e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference in the number of letters between the Spanish alphabet and the English alphabet?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.3592826125735243, ""false"": 0.6404280753520574, ""altro"": 0.00015871598147433396}, ""ordine"": null}, {""domanda_alt"": ""Is there a disparity in the number of alphabetic characters between Spanish and English?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.28548301426448186, ""false"": 0.7143121600833132, ""altro"": 8.810967743312512e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference in the number of characters in the Spanish alphabet compared to the English alphabet?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2749307948861917, ""false"": 0.7247461391708311, ""altro"": 0.00015727906416822254}, ""ordine"": null}, {""domanda_alt"": ""Compared to English, does the Spanish language's orthography comprise a greater number of distinct characters?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.46495405236705883, ""false"": 0.5349553444749068, ""altro"": 2.2613707042288956e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the Spanish alphabet larger in terms of letter count compared to the English alphabet?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4082561556406155, ""false"": 0.5916352486995383, ""altro"": 2.6492780277455183e-05}, ""ordine"": null}]"
843,does the crew 2 have a story line,false,"[{""domanda_alt"": ""does the crew 2 have a story line"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7590085567578295, ""false"": 0.24039285626257803, ""altro"": 0.00018452842391202548}, ""ordine"": null}, {""domanda_alt"": ""Is there a narrative sequence present in Crew 2?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.07877097134072607, ""false"": 0.9210958813175687, ""altro"": 4.522732817651137e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a narrative thread present in the second installment of Crew?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.15075753884282223, ""false"": 0.8485040419087584, ""altro"": 0.0003847794743520304}, ""ordine"": null}, {""domanda_alt"": ""Is there a narrative thread present in Crew 2?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9396238701075689, ""false"": 0.060293688100263594, ""altro"": 3.617531815901689e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a narrative component in Crew 2?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9400295362912998, ""false"": 0.059819245492571095, ""altro"": 6.186831404839551e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Crew 2 possess an overarching narrative?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.046409884279890824, ""false"": 0.9534779729777478, ""altro"": 4.150762421570721e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a narrative component to the game Crew 2?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9915244116089204, ""false"": 0.00845283159584367, ""altro"": 1.0988546079800516e-05}, ""ordine"": null}, {""domanda_alt"": ""Is Crew 2 equipped with a narrative structure?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2806463335704707, ""false"": 0.7187630619642561, ""altro"": 0.0002087566828803151}, ""ordine"": null}, {""domanda_alt"": ""Does Crew 2 feature a narrative component?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2906349720933075, ""false"": 0.7088820981890936, ""altro"": 0.00018533049851169242}, ""ordine"": null}, {""domanda_alt"": ""Is there a narrative present in Crew 2?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9620907114421304, ""false"": 0.03781986434889029, ""altro"": 4.049336092924775e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Crew 2 feature an underlying narrative or storyline?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6412195403082517, ""false"": 0.358421827870459, ""altro"": 0.0001229602586123659}, ""ordine"": null}]"
844,is there such a thing as a munchkin cat,true,"[{""domanda_alt"": ""is there such a thing as a munchkin cat"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9980640189126817, ""false"": 0.001900125596379644, ""altro"": 3.2262851729532223e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats actually a recognized breed of domestic feline?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995798936397451, ""false"": 0.0004179201737094219, ""altro"": 1.9591416708067245e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats a recognized breed of domestic feline?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994849324361779, ""false"": 0.0005113693762151101, ""altro"": 2.876398802862658e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats a real breed of domesticated felines?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994480879072659, ""false"": 0.0005461417668802247, ""altro"": 5.11550874183553e-06}, ""ordine"": null}, {""domanda_alt"": ""Does the term \""munchkin\"" accurately describe a specific breed of domesticated feline?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.969789185046541, ""false"": 0.028998116857024598, ""altro"": 0.0011666324483370714}, ""ordine"": null}, {""domanda_alt"": ""Does the term \""munchkin cat\"" refer to an actual breed of domestic feline?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9965827908303935, ""false"": 0.003407028511726348, ""altro"": 7.746914487121415e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats an actual breed of domestic felines?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995509823544136, ""false"": 0.00044487623832717394, ""altro"": 3.4549292256411774e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats an officially recognized breed?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994290588851827, ""false"": 0.0005689351842691555, ""altro"": 1.689149807000751e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats a real breed of domestic feline?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995109491502201, ""false"": 0.00048301986325515205, ""altro"": 5.286956668924402e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats a recognized breed of domestic felines?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995289511401139, ""false"": 0.00046689600053677517, ""altro"": 3.146360254483863e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Munchkin cats a recognized breed?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995206721384081, ""false"": 0.00047679774641678824, ""altro"": 1.8551833538548012e-06}, ""ordine"": null}]"
845,does bluebell sell other products besides ice cream,true,"[{""domanda_alt"": ""does bluebell sell other products besides ice cream"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9881409475513095, ""false"": 0.01184010436754264, ""altro"": 1.2286808215742476e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond their traditional ice cream offerings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9991472508127219, ""false"": 0.0008486342739999545, ""altro"": 2.952134821250786e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond their ice cream offerings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994238090074191, ""false"": 0.0005743213374366328, ""altro"": 1.603965604345955e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell offer a diverse range of products in addition to their well-known ice cream offerings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9996810884623438, ""false"": 0.00031291667640430393, ""altro"": 4.442048651996612e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond frozen desserts to include other types of sweets?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.33235416857984534, ""false"": 0.6674516226530732, ""altro"": 6.043548955651841e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond ice cream offerings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9989976373836182, ""false"": 0.0009994176002933676, ""altro"": 2.0594478637433402e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond ice cream offerings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9990055640955742, ""false"": 0.000991797009560222, ""altro"": 1.955892418927824e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell offer a product line that includes items other than ice cream?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999702588361209, ""false"": 0.00029665767541609407, ""altro"": 1.0466427711677332e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond frozen desserts?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8536310964090156, ""false"": 0.14632017502101788, ""altro"": 1.4852709139379552e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell offer a variety of items for sale in addition to their ice cream products?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998645381343121, ""false"": 0.00013172596553467935, ""altro"": 3.154984678717508e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Bluebell's product line extend beyond ice cream offerings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9989976373836182, ""false"": 0.0009994176002933676, ""altro"": 2.0594478637433402e-06}, ""ordine"": null}]"
846,is mycosis fungoides caused by a fungal infection,false,"[{""domanda_alt"": ""is mycosis fungoides caused by a fungal infection"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.313669657561374e-05, ""false"": 0.9999463471952794, ""altro"": 4.7288049125025574e-07}, ""ordine"": null}, {""domanda_alt"": ""Does the presence of mycosis fungoides indicate an underlying fungal infection?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.5142729593545535e-05, ""false"": 0.9999845708652167, ""altro"": 3.714396075890174e-07}, ""ordine"": null}, {""domanda_alt"": ""Is the etiology of mycosis fungoides attributed to a pathogenic fungal agent?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.8646632129244986e-05, ""false"": 0.9999406820187303, ""altro"": 5.071475162726501e-07}, ""ordine"": null}, {""domanda_alt"": ""Does mycosis fungoides result from an infectious fungal agent?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.1170843768089354e-05, ""false"": 0.9999586005863447, ""altro"": 3.965574919438847e-07}, ""ordine"": null}, {""domanda_alt"": ""Is mycosis fungoides a condition resulting from a pathogenic fungus?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.708597641055242e-05, ""false"": 0.9999120611848702, ""altro"": 6.578918243266944e-07}, ""ordine"": null}, {""domanda_alt"": ""Does mycosis fungoides originate from a fungal pathogen?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.105553070370053e-05, ""false"": 0.9999388730791039, ""altro"": 3.8480879117752797e-07}, ""ordine"": null}, {""domanda_alt"": ""Is Mycosis Fungoides a condition resulting from a fungal pathogen?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00011027465612056236, ""false"": 0.9998889460472606, ""altro"": 7.186946517745874e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mycosis Fungoides result from an invasion of fungi?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.098732326863882e-05, ""false"": 0.999918727363483, ""altro"": 4.6867297030107273e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mycosis Fungoides result from an infection involving fungi rather than other potential pathogens?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00011037650391592795, ""false"": 0.9998886690956559, ""altro"": 9.59206125592836e-07}, ""ordine"": null}, {""domanda_alt"": ""Does a fungal agent trigger the onset of mycosis fungoides?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.283542335085437e-05, ""false"": 0.9999063962384146, ""altro"": 7.321338971628541e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mycosis Fungoides result from an invasion of fungi?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.098732326863882e-05, ""false"": 0.999918727363483, ""altro"": 4.6867297030107273e-07}, ""ordine"": null}]"
847,does the hockey puck have to cross the line to be a goal,true,"[{""domanda_alt"": ""does the hockey puck have to cross the line to be a goal"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5176996283963567, ""false"": 0.48224726534286055, ""altro"": 1.7008103105119288e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it necessary for the hockey puck to completely pass over the goal line in order to count as a valid goal?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.857184416198224, ""false"": 0.14277911608544197, ""altro"": 1.5698475479229538e-05}, ""ordine"": null}, {""domanda_alt"": ""Must the hockey puck physically traverse the goal line for it to constitute a valid goal?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9773721963197457, ""false"": 0.022616763653183398, ""altro"": 6.428740328766938e-06}, ""ordine"": null}, {""domanda_alt"": ""Is a goal scored only when the hockey puck physically passes over the designated goal line?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9744736262765702, ""false"": 0.02551659007681439, ""altro"": 5.5758612978151e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it necessary for the hockey puck to traverse the goal line in order for it to be considered a valid goal?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.96280056037904, ""false"": 0.03717648786649045, ""altro"": 1.3871078832961519e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it necessary for the hockey puck to completely pass over the designated mark in order to be considered a valid score?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8607267244334265, ""false"": 0.13922460233206319, ""altro"": 1.95518369163351e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the hockey puck require physical contact with the goal line for a goal to be considered scored?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.005324447103293084, ""false"": 0.9946668850466587, ""altro"": 4.229784035875876e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the puck's crossing of the line a necessary condition for it to be considered a valid goal?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9672053463584503, ""false"": 0.03277425349164033, ""altro"": 1.0373773926528838e-05}, ""ordine"": null}, {""domanda_alt"": ""Does it require the hockey puck's entry across the designated boundary in order for it to be considered a valid score?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9825754728140014, ""false"": 0.01741281932142979, ""altro"": 6.5825700149791965e-06}, ""ordine"": null}, {""domanda_alt"": ""Does a goal in hockey require that the hockey puck physically traverse over the designated goal line?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9990154306451067, ""false"": 0.000982893823080899, ""altro"": 1.3436276849964938e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it a requirement for a goal to be scored in hockey that the puck first crosses the designated goal line?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9170252976123608, ""false"": 0.08294329007751373, ""altro"": 1.4484526228688741e-05}, ""ordine"": null}]"
848,can the fa cup final end in a tie,false,"[{""domanda_alt"": ""can the fa cup final end in a tie"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6641804625450004, ""false"": 0.33573340927924095, ""altro"": 2.347970904599626e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for the FA Cup Final to conclude with both teams having equal scores?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9404877974158778, ""false"": 0.059446090128037254, ""altro"": 3.7066703209940704e-05}, ""ordine"": null}, {""domanda_alt"": ""Will there be an instance where the score remains unchanged after the 90 minutes of play in the FA Cup Final?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7226160925067242, ""false"": 0.27720686244461434, ""altro"": 5.3952900036658335e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for the FA Cup Final to conclude with neither team having won?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.38721769861970345, ""false"": 0.6125827258516267, ""altro"": 8.368139842539752e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for the FA Cup Final to result in a draw?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6906011934250138, ""false"": 0.3092415339003913, ""altro"": 5.321317879509692e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it conceivable for the FA Cup Final to conclude without a definitive winner?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.306164725442654, ""false"": 0.6936247295475201, ""altro"": 6.349951691582901e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for the FA Cup Final to conclude without determining a definitive winner?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.3697590819028636, ""false"": 0.6300882589854946, ""altro"": 5.119937304389972e-05}, ""ordine"": null}, {""domanda_alt"": ""Can there be a stalemate outcome in the FA Cup Final?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6785190296926312, ""false"": 0.3213150143238975, ""altro"": 5.24958117301806e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for the FA Cup Final to result in a draw?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6906011934250138, ""false"": 0.3092415339003913, ""altro"": 5.321317879509692e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for the FA Cup Final to have a draw as its outcome?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7638677958249699, ""false"": 0.23601011591375223, ""altro"": 4.006539262864141e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for a draw to occur at the conclusion of the FA Cup Final?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6111130959424071, ""false"": 0.38874183151824004, ""altro"": 4.3694572497336015e-05}, ""ordine"": null}]"
849,is the amur tiger the same as a siberian tiger,true,"[{""domanda_alt"": ""is the amur tiger the same as a siberian tiger"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9851130954165079, ""false"": 0.014870525594989442, ""altro"": 1.113562728576705e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers considered identical to Siberian tigers?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9262943823225237, ""false"": 0.07365273543357144, ""altro"": 3.1568356258423966e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers classified under the same subspecies category as Siberian tigers?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9869432266124567, ""false"": 0.013041758371165208, ""altro"": 9.441207716141655e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers identical to Siberian tigers in terms of their classification and taxonomy?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8442008255638709, ""false"": 0.1556520475416916, ""altro"": 7.420087705127461e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers identical to Siberian tigers in terms of their classification and identity?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8626621596087196, ""false"": 0.13721039588298012, ""altro"": 6.81493280933713e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers identical to Siberian tigers in terms of species classification?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7410828840493907, ""false"": 0.25878796463618725, ""altro"": 6.13276753531282e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers identical to Siberian tigers in terms of species?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5693505472709287, ""false"": 0.43051036470740595, ""altro"": 6.0753466606616164e-05}, ""ordine"": null}, {""domanda_alt"": ""Do Amur tigers have the identical characteristics as Siberian tigers?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.08842225974853231, ""false"": 0.9114083753110007, ""altro"": 7.483222614503956e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Amur tigers and Siberian tigers actually one and the same subspecies?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9883553970248703, ""false"": 0.011635467750069881, ""altro"": 5.737138419942954e-06}, ""ordine"": null}, {""domanda_alt"": ""Do Amur tigers have identical characteristics to Siberian tigers?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.028356533508488678, ""false"": 0.9715620687778274, ""altro"": 3.862274979369941e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the Amur tiger have identical characteristics to the Siberian tiger?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.05819119826930114, ""false"": 0.9416649531953261, ""altro"": 7.112804270709829e-05}, ""ordine"": null}]"
850,do away goals count in the europa league,true,"[{""domanda_alt"": ""do away goals count in the europa league"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9964543002263073, ""false"": 0.003532638827558515, ""altro"": 6.97328401531585e-06}, ""ordine"": null}, {""domanda_alt"": ""Are goals scored at opponent's stadium included in the Europa League scoring system?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.47761529155750754, ""false"": 0.5219979365414665, ""altro"": 0.00019843231609208413}, ""ordine"": null}, {""domanda_alt"": ""Do goals scored before halftime of a match carry over as valid scoring options in Europa League competitions?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.013108223507277824, ""false"": 0.9867620084641586, ""altro"": 8.679569824800523e-05}, ""ordine"": null}, {""domanda_alt"": ""Are away goals taken into consideration when determining qualification standings or tiebreakers in the Europa League?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9161440703680238, ""false"": 0.08370646466498645, ""altro"": 5.444340604092342e-05}, ""ordine"": null}, {""domanda_alt"": ""Are goals scored during away matches factored into the overall scoring system of the Europa League?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9531814780015829, ""false"": 0.04675363320207379, ""altro"": 2.7842264954595568e-05}, ""ordine"": null}, {""domanda_alt"": ""Are away goals taken into account when determining the winner of the Europa League?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9958183930739863, ""false"": 0.004171075559272249, ""altro"": 5.238519116873585e-06}, ""ordine"": null}, {""domanda_alt"": ""Are Europa League match statistics that involve goals scored by a team while trailing at home included in the overall competition's scoring metrics?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03708837452626117, ""false"": 0.9600932447333161, ""altro"": 0.0021171286778842737}, ""ordine"": null}, {""domanda_alt"": ""Are away goals considered in Europa League scoring?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9965114533409736, ""false"": 0.003483567969486154, ""altro"": 2.9980544494588165e-06}, ""ordine"": null}, {""domanda_alt"": ""Are goals scored before regular time ends taken into account when determining results in Europa League matches?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.30094783296567756, ""false"": 0.6986088507705599, ""altro"": 0.00022926613643436494}, ""ordine"": null}, {""domanda_alt"": ""Are away goals considered valid in Europa League matches?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9945504486017085, ""false"": 0.0054381060291891995, ""altro"": 6.547602733290281e-06}, ""ordine"": null}, {""domanda_alt"": ""Are away goals considered valid in Europa League match outcomes?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.995360492601605, ""false"": 0.004627272055891905, ""altro"": 7.173000229810284e-06}, ""ordine"": null}]"
851,will there be a season 5 of skam,false,"[{""domanda_alt"": ""will there be a season 5 of skam"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.864022842621591e-05, ""false"": 0.9999205100238909, ""altro"": 7.492217306829995e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it confirmed whether Skam will have a fifth installment?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00038630959130337187, ""false"": 0.9993459322632446, ""altro"": 0.0002467804280036139}, ""ordine"": null}, {""domanda_alt"": ""Will Skam have a fifth installment in its series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00011533640134132265, ""false"": 0.9998776057548366, ""altro"": 5.687593150138558e-06}, ""ordine"": null}, {""domanda_alt"": ""Are future episodes of Skam confirmed to extend beyond its current series run?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.000508735945266271, ""false"": 0.9994842444975622, ""altro"": 5.389629038496545e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it confirmed that Skam will have another installment after its fourth part?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.000137214554291606, ""false"": 0.9998547853877514, ""altro"": 6.1974567069167e-06}, ""ordine"": null}, {""domanda_alt"": ""Are future episodes of Skam scheduled for release beyond its current known seasons?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0007780742936458112, ""false"": 0.9992121762162451, ""altro"": 7.837671262769075e-06}, ""ordine"": null}, {""domanda_alt"": ""Will Skam be getting another installment beyond its current fourth season?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005225382942517481, ""false"": 0.9994716941720124, ""altro"": 3.734265074663614e-06}, ""ordine"": null}, {""domanda_alt"": ""Will Skam have another installment beyond its current series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00035807427992230403, ""false"": 0.9996314920147567, ""altro"": 7.075608805228384e-06}, ""ordine"": null}, {""domanda_alt"": ""Will there be an upcoming installment of Skam beyond its current series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.001051034616069646, ""false"": 0.9989306091224576, ""altro"": 1.3337053210096004e-05}, ""ordine"": null}, {""domanda_alt"": ""Will Skam receive an additional season beyond its current run?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.005065877626105406, ""false"": 0.9949100316569001, ""altro"": 1.1106647364430662e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it confirmed that Skam will have another installment after its currently announced seasons?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00029133354172430984, ""false"": 0.9996884963675217, ""altro"": 1.5012710180658098e-05}, ""ordine"": null}]"
