id,domanda,reale,alternative_json
781,does the size of a rain gauge matter,true,"[{""domanda_alt"": ""does the size of a rain gauge matter"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9881398328731645, ""false"": 0.011848675478848344, ""altro"": 9.503998751891745e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the measurement accuracy of a precipitation sensor influenced by its physical dimensions?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8458883335041234, ""false"": 0.15409159880292433, ""altro"": 1.0230963156933626e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the accuracy of precipitation measurement affected by the dimensions of a rainfall collector?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.823560700091798, ""false"": 0.17640968852587494, ""altro"": 1.4543573184575983e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the magnitude of a precipitation measurement device impact its accuracy?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6260839854528265, ""false"": 0.37388133373358107, ""altro"": 1.5085731392237807e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the accuracy of precipitation measurement influenced by the scale of the rainfall collection device?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7843213618787271, ""false"": 0.21564868743037413, ""altro"": 1.396599135256725e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the precise measurement of rainfall affected by the physical dimensions of a rain gauge?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8593023848429198, ""false"": 0.14067978899697017, ""altro"": 9.486078846006886e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the measurement accuracy dependent on the physical dimensions of the rain gauge device?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.929005060685536, ""false"": 0.070980815605229, ""altro"": 8.043940578831745e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the magnitude of a precipitation measuring device significant"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8442841870519692, ""false"": 0.15568303619205678, ""altro"": 1.873920175593196e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the magnitude of rainfall measurement affected by the dimensions of the gauge?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7705582090027485, ""false"": 0.2294056792435353, ""altro"": 1.6313404065657267e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the accuracy of precipitation measurements affected by the physical dimensions of a rainfall collector?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8863151160858957, ""false"": 0.1136662066810943, ""altro"": 1.0588038200774762e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the gauge's measurement accuracy dependent on its physical dimensions?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4377130132865748, ""false"": 0.5622487227447677, ""altro"": 1.5070656362791226e-05}, ""ordine"": null}]"
782,will there be a season 4 of total bellas,true,"[{""domanda_alt"": ""will there be a season 4 of total bellas"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00010565613086217134, ""false"": 0.9998793589848102, ""altro"": 1.1583381588437034e-05}, ""ordine"": null}, {""domanda_alt"": ""Will Total Bellas get a fourth installment?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.230897268059582e-06, ""false"": 0.9999941898870299, ""altro"": 1.495329097915562e-06}, ""ordine"": null}, {""domanda_alt"": ""Is a fourth installment of the reality TV series Total Bellas anticipated for release?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0021515645224664975, ""false"": 0.9978370860161226, ""altro"": 7.963532871336911e-06}, ""ordine"": null}, {""domanda_alt"": ""Is Total Bellas anticipated to have a fourth installment?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.780480549764544e-06, ""false"": 0.9999893154719304, ""altro"": 1.693785621869722e-06}, ""ordine"": null}, {""domanda_alt"": ""Will Total Bellas receive a fourth installment in its episodic series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.5811926001050807e-05, ""false"": 0.9999822573466746, ""altro"": 1.741457835582922e-06}, ""ordine"": null}, {""domanda_alt"": ""Will Total Bellas receive a fourth installment?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.633362378236074e-06, ""false"": 0.9999888680333525, ""altro"": 1.5891287223309052e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it likely that Total Bellas will have a fourth installment in their reality TV series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.9619637834922567e-05, ""false"": 0.9999725602763555, ""altro"": 7.11894141827233e-06}, ""ordine"": null}, {""domanda_alt"": ""Is Total Bellas likely to receive another installment beyond its present third season?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0014956884417216567, ""false"": 0.9984968216929935, ""altro"": 5.136274476005944e-06}, ""ordine"": null}, {""domanda_alt"": ""Will Total Bellas receive a fourth installment in its ongoing series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.8545048406615203e-05, ""false"": 0.9999795637854504, ""altro"": 1.6921348743493697e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it confirmed that Total Bellas will have a fourth installment?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.2877563846295833e-06, ""false"": 0.9999949305211303, ""altro"": 1.6913003231057406e-06}, ""ordine"": null}, {""domanda_alt"": ""Will Total Bellas receive another installment beyond its current third season?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.7850907112840794e-05, ""false"": 0.9999598434009709, ""altro"": 2.3809255502167516e-06}, ""ordine"": null}]"
783,is the house of representatives the same as congress,true,"[{""domanda_alt"": ""is the house of representatives the same as congress"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.1708769906693495e-05, ""false"": 0.9999674754521801, ""altro"": 1.0997812070094266e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the House of Representatives equivalent to Congress as a whole?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.05535939217068237, ""false"": 0.944623036964694, ""altro"": 7.207416398040774e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the House of Representatives equivalent to Congress as a whole?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.05404901858101063, ""false"": 0.9459359411453024, ""altro"": 5.911581355104073e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the House of Representatives essentially identical to Congress in its entirety?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.011252406213543162, ""false"": 0.9887439095688831, ""altro"": 2.0168304377030933e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the House of Representatives equivalent to Congress?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.005943316863127062, ""false"": 0.9940514187744929, ""altro"": 2.97745467694685e-06}, ""ordine"": null}, {""domanda_alt"": ""Is the House of Representatives synonymous with Congress?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.546067683237002e-05, ""false"": 0.9999241333097925, ""altro"": 6.440709956461e-07}, ""ordine"": null}, {""domanda_alt"": ""Does the House of Representatives constitute the entirety of Congress?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.6662350057712264e-05, ""false"": 0.9999629322319892, ""altro"": 5.852484303839616e-07}, ""ordine"": null}, {""domanda_alt"": ""Is the House of Representatives equivalent to Congress in its entirety?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.11386916814409077, ""false"": 0.8861174358835782, ""altro"": 5.316346913779462e-06}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between the House of Representatives and Congress?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.08057996273282686, ""false"": 0.9194116874315477, ""altro"": 4.36563680954798e-06}, ""ordine"": null}, {""domanda_alt"": ""Does the House of Representatives constitute Congress in its entirety?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.08862821989754735, ""false"": 0.9113626495332549, ""altro"": 4.629127834126664e-06}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between the House of Representatives and Congress in their collective roles?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.30482769299470586, ""false"": 0.6951576963834045, ""altro"": 6.393707864451263e-06}, ""ordine"": null}]"
784,is turpentine and white spirit the same thing,false,"[{""domanda_alt"": ""is turpentine and white spirit the same thing"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.36414753687852747, ""false"": 0.6358148970654072, ""altro"": 1.1199069427651083e-05}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit interchangeable terms?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03728747575087031, ""false"": 0.9627042407265078, ""altro"": 4.52246885900716e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit interchangeable terms?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03226621713765907, ""false"": 0.9677272922577808, ""altro"": 3.6772822362247507e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit essentially identical products?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5609537353224722, ""false"": 0.4390300715087629, ""altro"": 6.341873433573418e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit identical in terms of their composition and properties?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.005903647784288153, ""false"": 0.9940921157230942, ""altro"": 3.402778288771588e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit interchangeable terms?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03728747575087031, ""false"": 0.9627042407265078, ""altro"": 4.52246885900716e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit interchangeable terms?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03226621713765907, ""false"": 0.9677272922577808, ""altro"": 3.6772822362247507e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit interchangeable terms?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03226621713765907, ""false"": 0.9677272922577808, ""altro"": 3.6772822362247507e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit identical substances?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0073037924675067555, ""false"": 0.9926911287239504, ""altro"": 3.1979309664258897e-06}, ""ordine"": null}, {""domanda_alt"": ""Do turpentine and white spirit have identical properties and characteristics?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.01831500355507809, ""false"": 0.9816780210427989, ""altro"": 4.728032489363991e-06}, ""ordine"": null}, {""domanda_alt"": ""Are turpentine and white spirit interchangeable terms?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03728747575087031, ""false"": 0.9627042407265078, ""altro"": 4.52246885900716e-06}, ""ordine"": null}]"
785,was the 13th amendment after the civil war,true,"[{""domanda_alt"": ""was the 13th amendment after the civil war"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5232458622078242, ""false"": 0.47673836964929206, ""altro"": 8.263492919064783e-06}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the US Constitution occur subsequent to the American Civil War?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.17921481824978266, ""false"": 0.820761384999793, ""altro"": 1.1744105997671958e-05}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the US Constitution occur subsequent to the American Civil War?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.19701737783692647, ""false"": 0.8029590689916102, ""altro"": 1.172135495813925e-05}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment come into effect following the American Civil War?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995304521678758, ""false"": 0.00046838311177502766, ""altro"": 1.2633488614584254e-06}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the US Constitution follow the end of the American Civil War?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.02832170049861742, ""false"": 0.9716639102551848, ""altro"": 6.9690654420912e-06}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the US Constitution follow the end of the American Civil War?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.02925927879879647, ""false"": 0.9707226185026835, ""altro"": 9.244211858995423e-06}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the US Constitution follow the American Civil War?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8946498076483876, ""false"": 0.10532983587821805, ""altro"": 1.3542161415006575e-05}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the United States Constitution come into effect following the American Civil War?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995345142720923, ""false"": 0.00046423493644872407, ""altro"": 1.1701497838647096e-06}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the United States Constitution occur subsequent to the American Civil War?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2473010185366878, ""false"": 0.7526767932847809, ""altro"": 1.0595477702675623e-05}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment to the US Constitution occur following the end of the American Civil War?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.28559320136997884, ""false"": 0.7143747678848752, ""altro"": 1.3890738402798798e-05}, ""ordine"": null}, {""domanda_alt"": ""Did the 13th Amendment pass following the American Civil War?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8447281752206806, ""false"": 0.15522591618732906, ""altro"": 2.7293304167851717e-05}, ""ordine"": null}]"
786,are st bernards and bernese mountain dogs related,true,"[{""domanda_alt"": ""are st bernards and bernese mountain dogs related"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9979983875783563, ""false"": 0.0019993991016488185, ""altro"": 1.9918291692909994e-06}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards and Bernese Mountain Dogs share a common ancestral link?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6384598594911517, ""false"": 0.361504185790359, ""altro"": 1.3505649859389282e-05}, ""ordine"": null}, {""domanda_alt"": ""Do Bernese Mountain Dogs and Saint Bernards share a common ancestral link?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9735813422300328, ""false"": 0.02641198046744236, ""altro"": 4.652911751602253e-06}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards and Bernese Mountain Dogs share a common ancestry?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6234688275213894, ""false"": 0.37649421355374385, ""altro"": 1.3494984876140359e-05}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards and Bernese Mountain Dogs share a common ancestry?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6307619838904048, ""false"": 0.3692003941166767, ""altro"": 1.3376357068835756e-05}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards and Bernese Mountain Dogs share a common ancestral heritage?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.624194521181607, ""false"": 0.3757668209862541, ""altro"": 1.4283995384258191e-05}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards share a common ancestry with Bernese Mountain Dogs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9910237074068616, ""false"": 0.008973344857704237, ""altro"": 2.4336580334409533e-06}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards and Bernese Mountain Dogs share a common ancestral connection?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.721518077496274, ""false"": 0.2784482014717411, ""altro"": 1.359310075411451e-05}, ""ordine"": null}, {""domanda_alt"": ""Do Bernese Mountain Dogs share a common ancestry with St Bernards?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9393593830556717, ""false"": 0.06062535056444798, ""altro"": 8.210294769227267e-06}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards and Bernese Mountain Dogs share a common ancestry?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6234688275213894, ""false"": 0.37649421355374385, ""altro"": 1.3494984876140359e-05}, ""ordine"": null}, {""domanda_alt"": ""Do St Bernards share a common ancestry with Bernese Mountain Dogs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9910237074068616, ""false"": 0.008973344857704237, ""altro"": 2.4336580334409533e-06}, ""ordine"": null}]"
787,is mickey and minnie's house still in magic kingdom,false,"[{""domanda_alt"": ""is mickey and minnie's house still in magic kingdom"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.0785410282417336e-05, ""false"": 0.9999775661598451, ""altro"": 1.3396815217579887e-06}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's residence remain within the Magic Kingdom theme park?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.595121457136338e-07, ""false"": 0.9999988537398069, ""altro"": 4.6836983770356774e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's abode remain situated within the realm of Magic Kingdom?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.1924413196225896e-07, ""false"": 0.9999994313837739, ""altro"": 3.588939186326414e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's residence remain within the boundaries of Magic Kingdom?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.113308689837744e-07, ""false"": 0.9999993153275961, ""altro"": 4.1558616581865294e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's abode remain located within the Magic Kingdom?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.306255659776425e-07, ""false"": 0.9999992648854298, ""altro"": 3.3775657286998133e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's abode remain situated within the confines of Magic Kingdom?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.693694426497081e-07, ""false"": 0.9999993987662584, ""altro"": 4.717917346025314e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's residence remain within the boundaries of Magic Kingdom?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.113308689837744e-07, ""false"": 0.9999993153275961, ""altro"": 4.1558616581865294e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's residence remain located within the Magic Kingdom theme park?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.692960763650272e-07, ""false"": 0.9999992420296167, ""altro"": 4.551723231207257e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's residence remain within the boundaries of the Magic Kingdom theme park?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.2360850367112479e-06, ""false"": 0.999998501820811, ""altro"": 5.591304809926515e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse's abode remain within the Magic Kingdom theme park?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.2376751113555021e-06, ""false"": 0.9999984784425255, ""altro"": 5.20256174758859e-07}, ""ordine"": null}, {""domanda_alt"": ""Does Mickey Mouse and Minnie Mouse's abode remain within Magic Kingdom?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.417914179993517e-07, ""false"": 0.9999996315275742, ""altro"": 4.144219638259096e-07}, ""ordine"": null}]"
788,do bee stingers fall out on their own,false,"[{""domanda_alt"": ""do bee stingers fall out on their own"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9747776174560308, ""false"": 0.025217680286027257, ""altro"": 2.9111119919144398e-06}, ""ordine"": null}, {""domanda_alt"": ""Do honeybee stingers naturally dislodge themselves without human intervention?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9973737805610023, ""false"": 0.0026254713691892407, ""altro"": 7.931339970938436e-07}, ""ordine"": null}, {""domanda_alt"": ""Do honeybee stinger barbs naturally detach themselves from the insect's body?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9983119188964754, ""false"": 0.0016870140615954624, ""altro"": 9.385010077866094e-07}, ""ordine"": null}, {""domanda_alt"": ""Do bee stingers naturally dislodge themselves without assistance?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9830557016563227, ""false"": 0.016941485763116854, ""altro"": 1.860479829237158e-06}, ""ordine"": null}, {""domanda_alt"": ""Do honeycomb residents' barbed appendages naturally detach after use?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994111698054723, ""false"": 0.0005881300268149104, ""altro"": 8.402886651431036e-07}, ""ordine"": null}, {""domanda_alt"": ""Do bee stingers dislodge naturally without external intervention?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9922330886219759, ""false"": 0.0077656168526923485, ""altro"": 1.0048160757310806e-06}, ""ordine"": null}, {""domanda_alt"": ""Do bee stingers naturally detach from the insect without external intervention?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9988831954907385, ""false"": 0.0011163661849291895, ""altro"": 4.875201086602312e-07}, ""ordine"": null}, {""domanda_alt"": ""Can bee stinger barbs detach naturally without external intervention?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9539624257687275, ""false"": 0.046031277247480455, ""altro"": 4.119443341633867e-06}, ""ordine"": null}, {""domanda_alt"": ""Do the barbs of a bee's stinger naturally dislodge without external intervention?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9459903259269926, ""false"": 0.05400523091413977, ""altro"": 2.0953358622281445e-06}, ""ordine"": null}, {""domanda_alt"": ""Do bee stingers naturally detach from their bodies?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998599423308165, ""false"": 0.00013973546369347675, ""altro"": 5.328017584483224e-07}, ""ordine"": null}, {""domanda_alt"": ""Do bee stingers naturally dislodge themselves from the insect's body without external intervention?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999070475350954, ""false"": 0.0009288172382688112, ""altro"": 6.834658078959492e-07}, ""ordine"": null}]"
789,can you have one green eye and one blue eye,true,"[{""domanda_alt"": ""can you have one green eye and one blue eye"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9960438828921326, ""false"": 0.003955025581340089, ""altro"": 1.1667718258912614e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it feasible to possess a visual distinction where one iris exhibits a green pigmentation while another displays a blue tint?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9988364676569833, ""false"": 0.0011617596665775222, ""altro"": 1.7359851550726407e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to possess one iris with a green pigmentation and another with a blue pigmentation in the same individual?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.995090430688617, ""false"": 0.004907430829231021, ""altro"": 1.981379205087143e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to possess irises of distinct colors in each eye?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9948477403792513, ""false"": 0.005151311347524907, ""altro"": 8.223147767380793e-07}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to possess one iris with a green pigmentation and another with a blue pigmentation simultaneously?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8266453667006406, ""false"": 0.1733392990020595, ""altro"": 6.835419464768599e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for an individual to possess heterochromia with a combination of green and blue iris colors?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03862959951372911, ""false"": 0.9613496187314865, ""altro"": 1.1466309673652523e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for a person to possess heterochromia with distinct green and blue colors in their eyes?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00040095391735744793, ""false"": 0.9995958583789027, ""altro"": 2.934859199545924e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to possess distinct ocular pigmentation with a combination of green and blue hues in different eyes?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9830965411353076, ""false"": 0.01689931753719378, ""altro"": 2.760363047655069e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for a person to possess heterochromia with a combination of green and blue hues in their eyes?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.046448982225246765, ""false"": 0.9535192843386775, ""altro"": 1.6889352066491155e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for an individual to possess a heterochromia with one iris displaying a green coloration and the other exhibiting a blue hue?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.588833070863804, ""false"": 0.411138304131748, ""altro"": 1.1008308037418205e-05}, ""ordine"": null}, {""domanda_alt"": ""Can a single individual possess two eyes with distinctly different colors?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9914492312282794, ""false"": 0.008549771992946202, ""altro"": 1.0189688339393617e-06}, ""ordine"": null}]"
790,are greenwich village and the west village the same,false,"[{""domanda_alt"": ""are greenwich village and the west village the same"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0018557863537778626, ""false"": 0.9981380950380596, ""altro"": 4.099470515906039e-06}, ""ordine"": null}, {""domanda_alt"": ""Can Greenwich Village and The West Village be considered identical designations?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00605963054116471, ""false"": 0.9939341125831168, ""altro"": 4.72206383252463e-06}, ""ordine"": null}, {""domanda_alt"": ""Do Greenwich Village and the West Village refer to the same geographic area?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.000468937269103714, ""false"": 0.9995284294373916, ""altro"": 2.5176785826362455e-06}, ""ordine"": null}, {""domanda_alt"": ""Can Greenwich Village and The West Village be considered identical neighborhoods?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.001369546217377658, ""false"": 0.9986249236974413, ""altro"": 4.431240739641701e-06}, ""ordine"": null}, {""domanda_alt"": ""Do Greenwich Village and The West Village refer to identical neighborhoods?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0003846502965221767, ""false"": 0.9996128242176872, ""altro"": 2.008538823402856e-06}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between Greenwich Village and the West Village in terms of their geographical scope or cultural identity?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.895819234303468, ""false"": 0.10416570347951944, ""altro"": 8.59949439851034e-06}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between Greenwich Village and the West Village in terms of their geographical boundaries?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.91078064527778, ""false"": 0.08921183385654426, ""altro"": 4.3075409217700516e-06}, ""ordine"": null}, {""domanda_alt"": ""Do Greenwich Village and the West Village constitute a single entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.29475189823411385, ""false"": 0.7052214170223906, ""altro"": 1.2523031518008574e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between Greenwich Village and the West Village in terms of their respective identities?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9545578545366145, ""false"": 0.04543456984318549, ""altro"": 4.7552099662326255e-06}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between Greenwich Village and The West Village?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9934689258358542, ""false"": 0.006528087356657709, ""altro"": 2.5355476625849017e-06}, ""ordine"": null}, {""domanda_alt"": ""Is there a distinction between Greenwich Village and the West Village in terms of their respective identities?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9545578545366145, ""false"": 0.04543456984318549, ""altro"": 4.7552099662326255e-06}, ""ordine"": null}]"
