id,domanda,reale,alternative_json
656,is there going to be another insurgent movie,true,"[{""domanda_alt"": ""is there going to be another insurgent movie"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.526244978626816e-10, ""false"": 1.000000033081102, ""altro"": 5.380352105098508e-13}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent film?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.037373752837693e-10, ""false"": 1.0000000023321831, ""altro"": 9.826422680677555e-12}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent film?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.340367770364077e-10, ""false"": 0.9999999840928523, ""altro"": 9.959380374247683e-12}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent film?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.340367770364077e-10, ""false"": 0.9999999840928523, ""altro"": 9.959380374247683e-12}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent movie?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.091933243657144e-10, ""false"": 0.9999999850786804, ""altro"": 1.0587012729457693e-11}, ""ordine"": null}, {""domanda_alt"": ""are they planning to make another insurgent film"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.3652424486884644e-10, ""false"": 1.000000035782315, ""altro"": 1.0567629570072513e-12}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent movie?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.091933243657144e-10, ""false"": 0.9999999850786804, ""altro"": 1.0587012729457693e-11}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent film?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.037373752837693e-10, ""false"": 1.0000000023321831, ""altro"": 9.826422680677555e-12}, ""ordine"": null}, {""domanda_alt"": ""Will there be a sequel to the Insurgent movie?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005874652590123323, ""false"": 0.9994125422503225, ""altro"": 9.718698160840195e-12}, ""ordine"": null}, {""domanda_alt"": ""Will there be a sequel to the Insurgent film?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005649724799683724, ""false"": 0.9994350127288335, ""altro"": 9.308452907347094e-12}, ""ordine"": null}, {""domanda_alt"": ""Are there plans for another Insurgent movie?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.091933243657144e-10, ""false"": 0.9999999850786804, ""altro"": 1.0587012729457693e-11}, ""ordine"": null}]"
657,is a bumble bee the same as a carpenter bee,false,"[{""domanda_alt"": ""is a bumble bee the same as a carpenter bee"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.188781545562442e-13, ""false"": 0.9999999806796576, ""altro"": 5.367796283357403e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.017882545699798e-14, ""false"": 1.0000000808248346, ""altro"": 7.620677390868244e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}, {""domanda_alt"": ""Are bumble bees and carpenter bees the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.982085627684619e-14, ""false"": 1.0000000769666193, ""altro"": 9.506006731767812e-13}, ""ordine"": null}]"
658,do u have to be married to be a maid of honour,false,"[{""domanda_alt"": ""do u have to be married to be a maid of honour"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.092829751498537e-07, ""false"": 0.9999995391158714, ""altro"": 6.081105057270235e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.6464967520231037e-07, ""false"": 0.9999998953996271, ""altro"": 1.563234495944948e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.9699221563443536e-07, ""false"": 0.9999997759738636, ""altro"": 1.79239248939924e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.9699221563443536e-07, ""false"": 0.9999997759738636, ""altro"": 1.79239248939924e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.450199308490852e-07, ""false"": 0.9999990556408823, ""altro"": 1.7852108651064229e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.6283887724769122e-07, ""false"": 0.9999998938553457, ""altro"": 1.5247752634906184e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.450199308490852e-07, ""false"": 0.9999990556408823, ""altro"": 1.7852108651064229e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.6283887724769122e-07, ""false"": 0.9999998938553457, ""altro"": 1.5247752634906184e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.599398519699274e-07, ""false"": 0.9999998947013076, ""altro"": 1.4757102321277565e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.599398519699274e-07, ""false"": 0.9999998947013076, ""altro"": 1.4757102321277565e-13}, ""ordine"": null}, {""domanda_alt"": ""is it necessary to be married to serve as a maid of honor?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.599398519699274e-07, ""false"": 0.9999998947013076, ""altro"": 1.4757102321277565e-13}, ""ordine"": null}]"
659,is response time the same as input lag,false,"[{""domanda_alt"": ""is response time the same as input lag"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.072492074316419e-13, ""false"": 1.0000000690821451, ""altro"": 4.601039462654109e-13}, ""ordine"": null}, {""domanda_alt"": ""are response time and input lag the same thing"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.0429116422511202e-12, ""false"": 1.0000000420850432, ""altro"": 5.390884586232942e-13}, ""ordine"": null}, {""domanda_alt"": ""Are response time and input lag the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.605996347113148e-12, ""false"": 1.0000000420471338, ""altro"": 6.610557173200845e-13}, ""ordine"": null}, {""domanda_alt"": ""Are response time and input lag the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.692129745868987e-12, ""false"": 1.0000000402254325, ""altro"": 7.411908430490078e-13}, ""ordine"": null}, {""domanda_alt"": ""Are response time and input lag considered the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.147860982206363e-13, ""false"": 1.000000048243832, ""altro"": 6.960128747626792e-13}, ""ordine"": null}, {""domanda_alt"": ""Are response time and input lag considered the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.96440496942887e-13, ""false"": 1.0000000522345553, ""altro"": 7.390778623299098e-13}, ""ordine"": null}, {""domanda_alt"": ""are response time and input lag the same thing"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.0429116422511202e-12, ""false"": 1.0000000420850432, ""altro"": 5.390884586232942e-13}, ""ordine"": null}, {""domanda_alt"": ""are response time and input lag the same thing"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.160215478011951e-12, ""false"": 1.0000000476107362, ""altro"": 6.129251106421911e-13}, ""ordine"": null}, {""domanda_alt"": ""are response time and input lag the same thing"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.160215478011951e-12, ""false"": 1.0000000476107362, ""altro"": 6.129251106421911e-13}, ""ordine"": null}, {""domanda_alt"": ""Are response time and input lag the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.605996347113148e-12, ""false"": 1.0000000420471338, ""altro"": 6.610557173200845e-13}, ""ordine"": null}, {""domanda_alt"": ""are response time and input lag the same thing"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.0429116422511202e-12, ""false"": 1.0000000420850432, ""altro"": 5.390884586232942e-13}, ""ordine"": null}]"
660,is super better than perfect in just dance,false,"[{""domanda_alt"": ""is super better than perfect in just dance"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.5697970531666715e-11, ""false"": 1.0000000451914985, ""altro"": 8.298570730483253e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" rated higher than \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.1304699051236918e-10, ""false"": 1.0000000208066255, ""altro"": 5.878991019370286e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" superior to \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.4321417324332835e-11, ""false"": 1.0000000490833147, ""altro"": 4.0114867879904154e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" rated higher than \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.1304699051236918e-10, ""false"": 1.0000000208066255, ""altro"": 5.878991019370286e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" rated higher than \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.7886780822107198e-10, ""false"": 1.0000000236774107, ""altro"": 6.206845654974434e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" rated higher than \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.7886780822107198e-10, ""false"": 1.0000000236774107, ""altro"": 6.206845654974434e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" superior to \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.4321417324332835e-11, ""false"": 1.0000000490833147, ""altro"": 4.0114867879904154e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" rated higher than \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.1304699051236918e-10, ""false"": 1.0000000208066255, ""altro"": 5.878991019370286e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" rated higher than \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.7886780822107198e-10, ""false"": 1.0000000236774107, ""altro"": 6.206845654974434e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" superior to \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.4321417324332835e-11, ""false"": 1.0000000490833147, ""altro"": 4.0114867879904154e-13}, ""ordine"": null}, {""domanda_alt"": ""Is \""super\"" superior to \""perfect\"" in Just Dance?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.6709424443116305e-11, ""false"": 1.0000000459280387, ""altro"": 3.7981350835466583e-13}, ""ordine"": null}]"
661,is end point the same as equivalence point,false,"[{""domanda_alt"": ""is end point the same as equivalence point"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.347846612134331e-13, ""false"": 1.0000000700313498, ""altro"": 6.674184267011637e-13}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point considered the same?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.236113641524243e-13, ""false"": 1.000000073264264, ""altro"": 1.1438070792112287e-12}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.318012534234092e-14, ""false"": 1.0000000881937963, ""altro"": 1.0645243457181297e-12}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical in meaning?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.261476207843006e-14, ""false"": 0.9999999804383384, ""altro"": 1.255597077504164e-12}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.596151993339925e-14, ""false"": 0.9999999793048686, ""altro"": 1.0773657458755745e-12}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.1751731130936686e-13, ""false"": 1.0000000552840347, ""altro"": 8.745579266657431e-13}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.318012534234092e-14, ""false"": 1.0000000881937963, ""altro"": 1.0645243457181297e-12}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.442982471136344e-14, ""false"": 0.9999999704234754, ""altro"": 9.131006758741445e-13}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.1751731130936686e-13, ""false"": 1.0000000552840347, ""altro"": 8.745579266657431e-13}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.318012534234092e-14, ""false"": 1.0000000881937963, ""altro"": 1.0645243457181297e-12}, ""ordine"": null}, {""domanda_alt"": ""Are endpoint and equivalence point identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.442982471136344e-14, ""false"": 0.9999999704234754, ""altro"": 9.131006758741445e-13}, ""ordine"": null}]"
662,do plant cell walls restrict the entry of water,true,"[{""domanda_alt"": ""do plant cell walls restrict the entry of water"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.843879327595329e-10, ""false"": 1.0000000128725834, ""altro"": 2.0016137366100195e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.370849129603143e-12, ""false"": 1.0000000445828074, ""altro"": 2.060588898236595e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.5789367712331096e-12, ""false"": 1.0000000457895448, ""altro"": 1.751809442856912e-13}, ""ordine"": null}, {""domanda_alt"": ""Does the presence of cell walls in plants prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.7327122502210308e-12, ""false"": 0.9999999482823355, ""altro"": 2.9937237503587136e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.370849129603143e-12, ""false"": 1.0000000445828074, ""altro"": 2.060588898236595e-13}, ""ordine"": null}, {""domanda_alt"": ""Does the presence of a cell wall in plants prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.8748956542323e-12, ""false"": 0.9999999562956097, ""altro"": 2.2243313339368284e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.370849129603143e-12, ""false"": 1.0000000445828074, ""altro"": 2.060588898236595e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.5789367712331096e-12, ""false"": 1.0000000457895448, ""altro"": 1.751809442856912e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls prevent water from entering?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.5789367712331096e-12, ""false"": 1.0000000457895448, ""altro"": 1.751809442856912e-13}, ""ordine"": null}, {""domanda_alt"": ""do plant cell walls hinder water intake"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.1302557075915048e-08, ""false"": 1.0000000086564027, ""altro"": 3.453737541120099e-13}, ""ordine"": null}, {""domanda_alt"": ""Do plant cell walls hinder water intake?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.70294192261843e-09, ""false"": 1.0000000065838037, ""altro"": 2.497108069686729e-13}, ""ordine"": null}]"
663,is it illegal to smoke weed in ct,true,"[{""domanda_alt"": ""is it illegal to smoke weed in ct"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.014611827001717762, ""false"": 0.9853882265801339, ""altro"": 1.9625902187274237e-11}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana unlawful in Connecticut?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9259461221178262, ""false"": 0.07405381633634499, ""altro"": 7.346643193957148e-12}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana legal in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.4636967149870162e-11, ""false"": 1.0000000478880444, ""altro"": 4.676497796859859e-12}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana illegal in Connecticut?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9067767307228385, ""false"": 0.0932233151333161, ""altro"": 9.230861637316536e-12}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana prohibited in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0025890178605628943, ""false"": 0.9974109634846178, ""altro"": 2.2744528387212153e-11}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana unlawful in Connecticut?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9259461221178262, ""false"": 0.07405381633634499, ""altro"": 7.346643193957148e-12}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana legal in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.4636967149870162e-11, ""false"": 1.0000000478880444, ""altro"": 4.676497796859859e-12}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana legal in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.3860756099985633e-11, ""false"": 1.000000047310899, ""altro"": 4.19549596817967e-12}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana prohibited in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0025890178605628943, ""false"": 0.9974109634846178, ""altro"": 2.2744528387212153e-11}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana prohibited in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.002539436928374891, ""false"": 0.9974604944969805, ""altro"": 2.3585475174164065e-11}, ""ordine"": null}, {""domanda_alt"": ""Is smoking marijuana prohibited in Connecticut?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.002539436928374891, ""false"": 0.9974604944969805, ""altro"": 2.3585475174164065e-11}, ""ordine"": null}]"
664,does the alphabet song and twinkle twinkle have the same tune,true,"[{""domanda_alt"": ""does the alphabet song and twinkle twinkle have the same tune"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000013339487, ""false"": 1.4452749920280422e-11, ""altro"": 5.8157327004889035e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000029461975, ""false"": 1.0630919949690647e-12, ""altro"": 4.437781346278823e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000027376832, ""false"": 8.780522862906203e-13, ""altro"": 4.0903810538817445e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000027376832, ""false"": 8.780522862906203e-13, ""altro"": 4.0903810538817445e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000027376832, ""false"": 8.780522862906203e-13, ""altro"": 4.0903810538817445e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000027376832, ""false"": 8.780522862906203e-13, ""altro"": 4.0903810538817445e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000027376832, ""false"": 8.780522862906203e-13, ""altro"": 4.0903810538817445e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody for the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000023243973, ""false"": 6.028891781312025e-13, ""altro"": 6.403838077654324e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody for the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000019573434, ""false"": 5.695707245630418e-13, ""altro"": 4.5965951751828144e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody of the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000029461975, ""false"": 1.0630919949690647e-12, ""altro"": 4.437781346278823e-15}, ""ordine"": null}, {""domanda_alt"": ""Is the melody for the alphabet song identical to that of \""Twinkle Twinkle Little Star\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000023243973, ""false"": 6.028891781312025e-13, ""altro"": 6.403838077654324e-15}, ""ordine"": null}]"
665,is black cumin seed same as black seed,false,"[{""domanda_alt"": ""is black cumin seed same as black seed"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.000000000799031, ""false"": 7.88801879116095e-09, ""altro"": 6.389990593288721e-15}, ""ordine"": null}, {""domanda_alt"": ""are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.000000000663516, ""false"": 2.164856074161416e-08, ""altro"": 4.588082016207743e-15}, ""ordine"": null}, {""domanda_alt"": ""Are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000004990441, ""false"": 4.5725924472304973e-08, ""altro"": 2.438130443832213e-15}, ""ordine"": null}, {""domanda_alt"": ""Are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000005077132, ""false"": 4.3700110237842685e-08, ""altro"": 2.060895740460061e-15}, ""ordine"": null}, {""domanda_alt"": ""Are black cumin seeds identical to black seeds?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.044197661364715105, ""false"": 0.9558023839965324, ""altro"": 4.918463640684454e-12}, ""ordine"": null}, {""domanda_alt"": ""Are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999999881396124, ""false"": 1.1924459071650954e-07, ""altro"": 3.721394097077206e-15}, ""ordine"": null}, {""domanda_alt"": ""are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.000000000663516, ""false"": 2.164856074161416e-08, ""altro"": 4.588082016207743e-15}, ""ordine"": null}, {""domanda_alt"": ""Are black cumin seeds identical to black seeds?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.07985598697586593, ""false"": 0.9201440224978252, ""altro"": 4.585963995556834e-12}, ""ordine"": null}, {""domanda_alt"": ""are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.000000000663516, ""false"": 2.164856074161416e-08, ""altro"": 4.588082016207743e-15}, ""ordine"": null}, {""domanda_alt"": ""are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.000000000649292, ""false"": 2.1950169924804097e-08, ""altro"": 3.648210277349879e-15}, ""ordine"": null}, {""domanda_alt"": ""Are black cumin seed and black seed the same thing?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 1.0000000004990441, ""false"": 4.5725924472304973e-08, ""altro"": 2.438130443832213e-15}, ""ordine"": null}]"
