id,domanda,reale,num_scartate,alternative_json,scartate_json
185,To what do trees roots cling?,E,0,"[{""domanda_alt"": ""To what do trees roots cling?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 3.705411186537818e-06, ""B"": 1.2553829207651227e-06, ""C"": 4.076867824915169e-07, ""D"": 3.8925144121066726e-06, ""E"": 0.999990710871333, ""altro"": 8.198018815610035e-08}, ""convergente"": true}, {""domanda_alt"": ""To what do trees roots cling?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.016099020472498286, ""B"": 0.00020891835902842835, ""C"": 0.00020953531852085144, ""D"": 2.749139644460831e-05, ""E"": 0.9834541665504435, ""altro"": 1.0965646459969889e-06}, ""convergente"": true}, {""domanda_alt"": ""To what do trees roots cling?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 2.3487137732467318e-05, ""B"": 1.7089284651150053e-06, ""C"": 8.473701847043416e-06, ""D"": 6.037609878176579e-07, ""E"": 0.9999658175778032, ""altro"": 1.3715007738624104e-07}, ""convergente"": true}, {""domanda_alt"": ""To what do trees roots cling?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.00026858747434435474, ""B"": 1.0786431814824273e-05, ""C"": 1.4618334578540376e-05, ""D"": 1.2024616164728693e-06, ""E"": 0.9997044834994343, ""altro"": 2.6198305977376677e-07}, ""convergente"": true}, {""domanda_alt"": ""To what do trees roots cling?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.00013818975487416037, ""B"": 0.00015589812158624687, ""C"": 8.276457323954298e-07, ""D"": 2.6076841361660135e-06, ""E"": 0.999702298448931, ""altro"": 2.0803805924582469e-07}, ""convergente"": true}]",[]
186,What can happen if you are buying products that someone else does not want you to buy?,B,2,"[{""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.0639589006165786, ""B"": 0.8196371638298089, ""C"": 0.11026853913179485, ""D"": 0.006028491250434399, ""E"": 0.00010648243076940394, ""altro"": 6.91898107450457e-07}, ""convergente"": true}, {""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.06260617096657257, ""B"": 0.5102475971596614, ""C"": 0.017334350726542224, ""D"": 0.39892893355963177, ""E"": 0.010881295298658571, ""altro"": 1.600527055060064e-06}, ""convergente"": true}, {""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.07055103542420695, ""B"": 0.8017053816196023, ""C"": 0.0636607861526563, ""D"": 0.06404539341304606, ""E"": 3.7190359508204654e-05, ""altro"": 4.141838539909298e-07}, ""convergente"": true}, {""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.14442898819946196, ""B"": 0.5089896483666715, ""C"": 0.3462175111913001, ""D"": 0.0003549724141748591, ""E"": 8.830267168788175e-06, ""altro"": 2.29422600617953e-07}, ""convergente"": true}, {""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.041339643370113734, ""B"": 0.7555762451789602, ""C"": 0.1628357803374904, ""D"": 0.02779512031045088, ""E"": 0.012450655129772654, ""altro"": 2.4893622521367837e-06}, ""convergente"": true}]","[{""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.019125447434581513, ""B"": 0.00046667986992781377, ""C"": 0.979972159174458, ""D"": 4.712775785795977e-05, ""E"": 0.0003884402707027869, ""altro"": 1.746104374659972e-07}, ""convergente"": true}, {""domanda_alt"": ""What can happen if you are buying products that someone else does not want you to buy?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.019146555515110804, ""B"": 0.029042166969898767, ""C"": 0.9207050522487181, ""D"": 0.015900046599355757, ""E"": 0.015205282115931433, ""altro"": 1.0902828501656388e-06}, ""convergente"": true}]"
187,Piece of land in Canada where you can find marmot?,C,3,"[{""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.007237836512825238, ""B"": 0.0006620092953272915, ""C"": 0.9919793472425618, ""D"": 0.00010427449778678296, ""E"": 1.650104462779821e-05, ""altro"": 1.4662203105617372e-07}, ""convergente"": true}, {""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.013148148822803728, ""B"": 0.0002880050401344416, ""C"": 0.9865119552769183, ""D"": 1.6457448928581587e-05, ""E"": 3.531827308227027e-05, ""altro"": 2.0912393282537083e-07}, ""convergente"": true}, {""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.0126038906244236, ""B"": 0.00047511657673101075, ""C"": 0.9869020328384637, ""D"": 1.103783425085501e-05, ""E"": 7.97887395811129e-06, ""altro"": 6.762881192799697e-08}, ""convergente"": true}, {""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.012375578314861843, ""B"": 0.0004603246800742605, ""C"": 0.9864895620248881, ""D"": 0.00015653933831227351, ""E"": 0.0005177919474495766, ""altro"": 5.25443532107013e-07}, ""convergente"": true}, {""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.0031783007607723065, ""B"": 5.834933837804542e-05, ""C"": 0.9963412182154882, ""D"": 1.225740233397727e-05, ""E"": 0.0004098630880744982, ""altro"": 2.2783050587775041e-07}, ""convergente"": true}]","[{""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.6335387551069566, ""B"": 0.000346320687219787, ""C"": 0.36596402285769053, ""D"": 9.70120382640168e-06, ""E"": 0.00014098385776429613, ""altro"": 3.3110569928417026e-07}, ""convergente"": true}, {""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.5103895889059284, ""B"": 0.0031831496112372957, ""C"": 0.47237564143238997, ""D"": 0.013727536007473656, ""E"": 0.00032300500143283477, ""altro"": 9.597536754556204e-07}, ""convergente"": true}, {""domanda_alt"": ""Piece of land in Canada where you can find marmot?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.5042820377372714, ""B"": 0.006713291417341375, ""C"": 0.48896838709877166, ""D"": 2.298081127444845e-05, ""E"": 1.3143013822818017e-05, ""altro"": 2.999916380153198e-07}, ""convergente"": true}]"
188,What is it called when a person with mental illness is able to lead a relatively normal life?,A,0,"[{""domanda_alt"": ""What is it called when a person with mental illness is able to lead a relatively normal life?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9999362183039933, ""B"": 6.275954292526254e-05, ""C"": 7.075834019752698e-07, ""D"": 1.4638171377795337e-07, ""E"": 2.009497744806392e-07, ""altro"": 1.736787667569675e-08}, ""convergente"": true}, {""domanda_alt"": ""What is it called when a person with mental illness is able to lead a relatively normal life?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9999603647493605, ""B"": 3.914696592204058e-05, ""C"": 3.5242063140889117e-07, ""D"": 5.3594909128875175e-08, ""E"": 1.7513666875698816e-07, ""altro"": 1.4245211538363577e-08}, ""convergente"": true}, {""domanda_alt"": ""What is it called when a person with mental illness is able to lead a relatively normal life?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9750606170282263, ""B"": 0.02493630099304968, ""C"": 3.8388987163719264e-07, ""D"": 2.453080047858214e-06, ""E"": 3.9317124719893177e-07, ""altro"": 5.5669066740800816e-08}, ""convergente"": true}, {""domanda_alt"": ""What is it called when a person with mental illness is able to lead a relatively normal life?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9991231785788183, ""B"": 0.0008692100261648821, ""C"": 1.0327916454502526e-06, ""D"": 6.071634087340926e-06, ""E"": 4.2867484662423675e-07, ""altro"": 3.664433635767417e-08}, ""convergente"": true}, {""domanda_alt"": ""What is it called when a person with mental illness is able to lead a relatively normal life?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9999374873261324, ""B"": 6.170499019544665e-05, ""C"": 7.285258620194654e-08, ""D"": 4.470548745927385e-07, ""E"": 1.0237575332858272e-07, ""altro"": 1.59413615942681e-08}, ""convergente"": true}]",[]
189,Where would you find a single shower curtain being used?,A,0,"[{""domanda_alt"": ""Where would you find a single shower curtain being used?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.924629121340617, ""B"": 0.0021586064688440894, ""C"": 0.0014481011363815773, ""D"": 0.07174707732536513, ""E"": 1.7029877964166218e-05, ""altro"": 1.1773838722345677e-07}, ""convergente"": true}, {""domanda_alt"": ""Where would you find a single shower curtain being used?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9997644519029681, ""B"": 3.6707720382255116e-05, ""C"": 1.792194949823442e-05, ""D"": 0.00017907971945487242, ""E"": 1.802254997144759e-06, ""altro"": 2.2986544432815585e-08}, ""convergente"": true}, {""domanda_alt"": ""Where would you find a single shower curtain being used?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.5963607687185364, ""B"": 0.004584198415164381, ""C"": 0.11045528451543778, ""D"": 0.2860630329058505, ""E"": 0.002536055192037083, ""altro"": 8.143650330589049e-07}, ""convergente"": true}, {""domanda_alt"": ""Where would you find a single shower curtain being used?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9934825946251394, ""B"": 0.0012301022381317735, ""C"": 9.980762564246531e-05, ""D"": 0.005181498408253892, ""E"": 5.837713844231605e-06, ""altro"": 7.062962769701158e-08}, ""convergente"": true}, {""domanda_alt"": ""Where would you find a single shower curtain being used?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9991500284513676, ""B"": 0.00015892473235441635, ""C"": 9.123216445782282e-05, ""D"": 0.0005995213668725185, ""E"": 3.6919278790396085e-07, ""altro"": 3.448145866561038e-08}, ""convergente"": true}]",[]
190,What would someone use a personal key for?,C,8,"[{""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.003848117823174541, ""B"": 0.9915088316456064, ""C"": 0.004512174093266114, ""D"": 0.0001106987631573961, ""E"": 1.9849087457469478e-05, ""altro"": 2.621793925769055e-07}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.19421216496666083, ""B"": 0.5045038862974547, ""C"": 0.22057352032100327, ""D"": 0.07983026342791695, ""E"": 0.0008782497632065738, ""altro"": 1.5495141852554256e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.303401938757039, ""B"": 0.3519443932031775, ""C"": 0.2529764143817089, ""D"": 0.08937230066969565, ""E"": 0.0023031341245622044, ""altro"": 1.5573105051475711e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.11088449797597798, ""B"": 0.8647152060337294, ""C"": 0.021620071747769257, ""D"": 0.0026945940387302445, ""E"": 8.533246208190519e-05, ""altro"": 6.03865946815692e-07}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.0594973482785553, ""B"": 0.9350725261118139, ""C"": 0.004719072524490803, ""D"": 0.0005623811547665709, ""E"": 0.00014856380327019173, ""altro"": 5.06568198123046e-07}, ""convergente"": true}]","[{""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.25460939915442404, ""B"": 0.035442452054883826, ""C"": 0.08533087356702916, ""D"": 0.6235812681259896, ""E"": 0.0010347309534847872, ""altro"": 1.092257438285103e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.027427403833020256, ""B"": 0.4659870153344977, ""C"": 0.5018629958254913, ""D"": 0.00458749630186557, ""E"": 0.00013411883984920967, ""altro"": 8.839420368050422e-07}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.1317038941053258, ""B"": 0.025014141325156038, ""C"": 0.3410620210284034, ""D"": 0.49236714917224667, ""E"": 0.009849147379210032, ""altro"": 3.1142097495091704e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.05243867105583975, ""B"": 0.006839098764236327, ""C"": 0.246785657495337, ""D"": 0.692155219103522, ""E"": 0.0017786017157487754, ""altro"": 2.5620727189426332e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.46718554607893886, ""B"": 0.1409359059457899, ""C"": 0.27380436045392686, ""D"": 0.11792922902033028, ""E"": 0.00014427888964888458, ""altro"": 7.787623650451928e-07}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.25460939915442404, ""B"": 0.035442452054883826, ""C"": 0.08533087356702916, ""D"": 0.6235812681259896, ""E"": 0.0010347309534847872, ""altro"": 1.092257438285103e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.11749259658238335, ""B"": 0.018444112887581122, ""C"": 0.23015957878735152, ""D"": 0.632440235044501, ""E"": 0.0014619708779310928, ""altro"": 1.4677984388474575e-06}, ""convergente"": true}, {""domanda_alt"": ""What would someone use a personal key for?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.2151632849216069, ""B"": 0.023427818260502137, ""C"": 0.28224871799962065, ""D"": 0.4679412947317108, ""E"": 0.011214366741237674, ""altro"": 4.219585229199609e-06}, ""convergente"": true}]"
191,Where is a bird likely to make it's home?,A,0,"[{""domanda_alt"": ""Where is a bird likely to make it's home?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.0009056303569760261, ""B"": 0.9990914522729587, ""C"": 1.629515881511161e-06, ""D"": 2.0991181332100197e-07, ""E"": 9.526916229511126e-07, ""altro"": 1.7552701496643692e-08}, ""convergente"": true}, {""domanda_alt"": ""Where is a bird likely to make it's home?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.00017649405618664862, ""B"": 0.9998230657261977, ""C"": 3.55985683982749e-07, ""D"": 2.553968738668212e-08, ""E"": 9.651859808999514e-08, ""altro"": 9.462243326681662e-09}, ""convergente"": true}, {""domanda_alt"": ""Where is a bird likely to make it's home?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.1244009385809569, ""B"": 0.875587830028415, ""C"": 8.621824171815904e-06, ""D"": 1.205517011451447e-06, ""E"": 1.2053008927510497e-06, ""altro"": 1.0898665131364166e-07}, ""convergente"": true}, {""domanda_alt"": ""Where is a bird likely to make it's home?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.034544508991264586, ""B"": 0.9654495886869269, ""C"": 4.19978214073687e-06, ""D"": 1.9991700317574e-07, ""E"": 1.4463569211838567e-06, ""altro"": 5.383849950718079e-08}, ""convergente"": true}, {""domanda_alt"": ""Where is a bird likely to make it's home?"", ""risposta_pulita"": ""B"", ""probabilita"": {""A"": 0.0002830349995031251, ""B"": 0.9997149082846426, ""C"": 1.281250910832222e-06, ""D"": 3.505217899652345e-07, ""E"": 4.141049405258986e-07, ""altro"": 1.3313429514482532e-08}, ""convergente"": true}]",[]
192,James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?,D,0,"[{""domanda_alt"": ""James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 1.9987850721377766e-05, ""B"": 8.85582874916078e-06, ""C"": 1.3864311846996578e-05, ""D"": 0.9999383216012013, ""E"": 1.8904707620074844e-05, ""altro"": 9.524616185244801e-08}, ""convergente"": true}, {""domanda_alt"": ""James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.00011604948376985642, ""B"": 1.818039295324865e-05, ""C"": 2.2170123608075892e-06, ""D"": 0.9998614356185576, ""E"": 1.8524114279520874e-06, ""altro"": 5.323174879101126e-08}, ""convergente"": true}, {""domanda_alt"": ""James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.0014751138871168, ""B"": 0.00015236577217217083, ""C"": 0.0013977876637014054, ""D"": 0.5341969584238582, ""E"": 0.4627762955807967, ""altro"": 1.6489819223453301e-06}, ""convergente"": true}, {""domanda_alt"": ""James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.001305052620087498, ""B"": 0.00016906804781465905, ""C"": 4.1906542893254076e-05, ""D"": 0.9787252358596797, ""E"": 0.019758257093964653, ""altro"": 6.110638289454581e-07}, ""convergente"": true}, {""domanda_alt"": ""James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 2.949565073079244e-05, ""B"": 7.604873778579413e-06, ""C"": 2.551072117137686e-06, ""D"": 0.9999474133270526, ""E"": 1.2977300455925411e-05, ""altro"": 4.8406602939564636e-08}, ""convergente"": true}]",[]
193,"When a person admits his mistakes, what are they doing?",E,0,"[{""domanda_alt"": ""When a person admits his mistakes, what are they doing?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 9.222059939007734e-06, ""B"": 1.161435868815987e-06, ""C"": 1.5574252550728405e-06, ""D"": 0.00030299933785808507, ""E"": 0.9996849365888889, ""altro"": 1.0807484052230814e-07}, ""convergente"": true}, {""domanda_alt"": ""When a person admits his mistakes, what are they doing?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.004027905664994939, ""B"": 3.2220553608327725e-05, ""C"": 3.858760155078052e-05, ""D"": 0.008419200352801401, ""E"": 0.9874816200914871, ""altro"": 4.446657658128384e-07}, ""convergente"": true}, {""domanda_alt"": ""When a person admits his mistakes, what are they doing?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.004670240435491263, ""B"": 1.1415407615904519e-05, ""C"": 0.00011625651683192117, ""D"": 1.9715893625440254e-05, ""E"": 0.995182255672915, ""altro"": 2.474136667242397e-07}, ""convergente"": true}, {""domanda_alt"": ""When a person admits his mistakes, what are they doing?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.0117065523553149, ""B"": 5.3873198477312836e-05, ""C"": 0.00012839652513072576, ""D"": 0.033665228957403745, ""E"": 0.9544457571029369, ""altro"": 3.908683883818374e-07}, ""convergente"": true}, {""domanda_alt"": ""When a person admits his mistakes, what are they doing?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.003647987074097394, ""B"": 1.5348765397854376e-05, ""C"": 8.075467450365184e-06, ""D"": 3.618179521846158e-05, ""E"": 0.9962922661097204, ""altro"": 4.069551721406865e-07}, ""convergente"": true}]",[]
194,How many hours are in a day?,D,0,"[{""domanda_alt"": ""How many hours are in a day?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 9.879414117590185e-07, ""B"": 2.496678164727306e-07, ""C"": 5.488746549609235e-07, ""D"": 0.9999982027895391, ""E"": 4.788792068421573e-08, ""altro"": 1.577576912659647e-08}, ""convergente"": true}, {""domanda_alt"": ""How many hours are in a day?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 7.533468666837088e-06, ""B"": 7.086936500624853e-07, ""C"": 2.603088619759129e-07, ""D"": 0.9999914445615856, ""E"": 1.0359299794571241e-07, ""altro"": 2.5956051184810576e-08}, ""convergente"": true}, {""domanda_alt"": ""How many hours are in a day?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 3.654878265821889e-05, ""B"": 2.6447988757129683e-06, ""C"": 3.025523342909105e-06, ""D"": 0.9999575351775333, ""E"": 2.677632885331682e-07, ""altro"": 4.021547822183988e-08}, ""convergente"": true}, {""domanda_alt"": ""How many hours are in a day?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 8.199767150194128e-06, ""B"": 4.3475247169073717e-07, ""C"": 1.5342617803948356e-07, ""D"": 0.9999911615203306, ""E"": 5.009898258638657e-08, ""altro"": 2.2130589972435996e-08}, ""convergente"": true}, {""domanda_alt"": ""How many hours are in a day?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 2.8046986311494448e-05, ""B"": 2.2952917189467957e-06, ""C"": 6.721458446802999e-07, ""D"": 0.9999688576285324, ""E"": 1.7397023781083441e-07, ""altro"": 3.434695983383293e-08}, ""convergente"": true}]",[]
195,The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?,C,2,"[{""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.0011569995490953154, ""B"": 0.002733364102244555, ""C"": 0.9960481118419215, ""D"": 6.061946058617215e-05, ""E"": 8.076903624581422e-07, ""altro"": 3.2047537200374966e-08}, ""convergente"": true}, {""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.07336564845764507, ""B"": 0.02047622634496049, ""C"": 0.9053498355149965, ""D"": 0.0007884560414205067, ""E"": 1.97517073499779e-05, ""altro"": 1.7226010031529947e-07}, ""convergente"": true}, {""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.10255934915127858, ""B"": 0.011113160903902275, ""C"": 0.8838887615902182, ""D"": 0.0015102838748561733, ""E"": 0.0009283706422684842, ""altro"": 3.4525038194851396e-07}, ""convergente"": true}, {""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.0013377987544443534, ""B"": 0.00015259291134738195, ""C"": 0.9985022602186618, ""D"": 5.874982750155943e-06, ""E"": 1.566093598167009e-06, ""altro"": 4.063148279952102e-08}, ""convergente"": true}, {""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""C"", ""probabilita"": {""A"": 0.03745093104698451, ""B"": 0.002549782038975741, ""C"": 0.9576363976208241, ""D"": 2.091072176286116e-05, ""E"": 0.002342097611746517, ""altro"": 1.6097312894015703e-07}, ""convergente"": true}]","[{""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.07474700127151068, ""B"": 0.0023804860892607934, ""C"": 0.01512475561937398, ""D"": 0.0001765319317659984, ""E"": 0.9075704712086838, ""altro"": 1.075340267762332e-06}, ""convergente"": true}, {""domanda_alt"": ""The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?"", ""risposta_pulita"": ""E"", ""probabilita"": {""A"": 0.07407397423043055, ""B"": 0.10495256666525717, ""C"": 0.35510493935513027, ""D"": 0.001832045113619371, ""E"": 0.464035236637715, ""altro"": 1.2107174343734916e-06}, ""convergente"": true}]"
196,"A human wants to submerge himself in water, what should he use?",A,0,"[{""domanda_alt"": ""A human wants to submerge himself in water, what should he use?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9989868837071055, ""B"": 0.00044573711327206727, ""C"": 0.0002749938181506802, ""D"": 8.372964022403298e-05, ""E"": 0.00020859026927727174, ""altro"": 1.2971479740708133e-07}, ""convergente"": true}, {""domanda_alt"": ""A human wants to submerge himself in water, what should he use?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.999259932543828, ""B"": 0.00014681561973794261, ""C"": 6.748814937295326e-05, ""D"": 8.036726795088576e-05, ""E"": 0.00044535066332375444, ""altro"": 9.755614935438337e-08}, ""convergente"": true}, {""domanda_alt"": ""A human wants to submerge himself in water, what should he use?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9997358853468951, ""B"": 0.0001560080319017066, ""C"": 1.7847278014924467e-05, ""D"": 4.915435381282278e-06, ""E"": 8.536640403090598e-05, ""altro"": 7.730889303404521e-08}, ""convergente"": true}, {""domanda_alt"": ""A human wants to submerge himself in water, what should he use?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9999242304302307, ""B"": 3.271381760139747e-05, ""C"": 1.362681876594059e-06, ""D"": 3.207954538326016e-05, ""E"": 9.79892906564069e-06, ""altro"": 3.152033247082838e-08}, ""convergente"": true}, {""domanda_alt"": ""A human wants to submerge himself in water, what should he use?"", ""risposta_pulita"": ""A"", ""probabilita"": {""A"": 0.9999506560389582, ""B"": 3.383838344443321e-05, ""C"": 4.275963313754833e-06, ""D"": 2.1349040538788287e-06, ""E"": 9.064792587494547e-06, ""altro"": 2.9019210543013576e-08}, ""convergente"": true}]",[]
197,Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?,D,0,"[{""domanda_alt"": ""Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 4.6941517127947455e-05, ""B"": 1.7088869613525e-05, ""C"": 1.469134476004931e-05, ""D"": 0.9997843134120122, ""E"": 0.00013704846523739217, ""altro"": 9.76107112414005e-08}, ""convergente"": true}, {""domanda_alt"": ""Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.0002468715166085134, ""B"": 4.5890603294650764e-05, ""C"": 1.2920137672108167e-05, ""D"": 0.9979292188555983, ""E"": 0.001764833739700318, ""altro"": 3.9785922023745e-07}, ""convergente"": true}, {""domanda_alt"": ""Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.0022664129465819463, ""B"": 0.00020853795798882158, ""C"": 0.0005023871948968001, ""D"": 0.996446449827156, ""E"": 0.0005761477039721914, ""altro"": 2.2697474521707443e-07}, ""convergente"": true}, {""domanda_alt"": ""Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.001598697999939373, ""B"": 0.0001755735781095198, ""C"": 2.661317012491034e-05, ""D"": 0.9973838304735378, ""E"": 0.0008151236843830865, ""altro"": 2.286887243512293e-07}, ""convergente"": true}, {""domanda_alt"": ""Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?"", ""risposta_pulita"": ""D"", ""probabilita"": {""A"": 0.011036096013384284, ""B"": 0.00035189305603432376, ""C"": 0.0015080422433174263, ""D"": 0.9867353205495032, ""E"": 0.00036850512920866984, ""altro"": 2.0351090538255878e-07}, ""convergente"": true}]",[]
