id,domanda,reale,num_scartate,alternative_json,scartate_json
1995,does penne alla vodka have dairy in it,true,2,"[{""domanda_alt"": ""does penne alla vodka have dairy in it"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9385663310945421, ""false"": 0.0614164340547297, ""altro"": 8.802369246680002e-06}, ""convergente"": true}, {""domanda_alt"": ""Does Penne alla Vodka typically include ingredients derived from milk or other lactation products?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7785560875442697, ""false"": 0.22137923617055927, ""altro"": 4.1719489099793e-05}, ""convergente"": true}, {""domanda_alt"": ""Does Penne alla Vodka usually incorporate dairy-derived components?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9777786732532824, ""false"": 0.022206938885064222, ""altro"": 1.179584697337779e-05}, ""convergente"": true}, {""domanda_alt"": ""Does the classic Italian dish Penne alla Vodka typically involve dairy products in its preparation?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9898822666336591, ""false"": 0.0101114486466765, ""altro"": 5.038921216847338e-06}, ""convergente"": true}, {""domanda_alt"": ""Is dairy a common ingredient in the traditional recipe for Penne alla Vodka?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7783067834600493, ""false"": 0.22160275943498978, ""altro"": 4.769626620810189e-05}, ""convergente"": true}]","[{""domanda_alt"": ""Does Penne alla Vodka, a traditional Italian recipe, customarily incorporate milk-based ingredients during its cooking process?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.04177239413276579, ""false"": 0.9580745894696697, ""altro"": 0.00010559333110700049}, ""convergente"": true}, {""domanda_alt"": ""Does traditional Penne alla Vodka cooking method usually incorporate milk-based ingredients?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.09897578852186956, ""false"": 0.9009868670631171, ""altro"": 1.7178683111291366e-05}, ""convergente"": true}]"
1996,are there always 365 days in a year,false,0,"[{""domanda_alt"": ""are there always 365 days in a year"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.633017775665627e-05, ""false"": 0.9999320781175002, ""altro"": 1.9242817715063304e-06}, ""convergente"": true}, {""domanda_alt"": ""Is every calendar year consistently composed of exactly 365 days?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.090463469045314e-06, ""false"": 0.9999900226475259, ""altro"": 9.71017935675792e-07}, ""convergente"": true}, {""domanda_alt"": ""Are all non-leap years uniformly characterized by a duration of 365 days?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.41635835367401347, ""false"": 0.5836250334563386, ""altro"": 6.007311180128468e-06}, ""convergente"": true}, {""domanda_alt"": ""Do all common years have a length that can be described as exactly 365 days?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00877866963004195, ""false"": 0.9912152874474203, ""altro"": 3.59464907080517e-06}, ""convergente"": true}, {""domanda_alt"": ""Can every non-leap year be characterized by an exact duration of 365 calendar days?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.38757861864492527, ""false"": 0.6124011832561972, ""altro"": 8.313468741560947e-06}, ""convergente"": true}]",[]
1997,is far cry the movie based on the game,true,1,"[{""domanda_alt"": ""is far cry the movie based on the game"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9915436431290696, ""false"": 0.008453756249977377, ""altro"": 2.097902609486353e-06}, ""convergente"": true}, {""domanda_alt"": ""Does the film Far Cry originate from the video game series of the same name?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9990464313230253, ""false"": 0.0009526396731933713, ""altro"": 8.021807980938044e-07}, ""convergente"": true}, {""domanda_alt"": ""Is the movie adaptation of Far Cry tied to the popular video game franchise by its title?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9654327926374352, ""false"": 0.034562872888682095, ""altro"": 3.4465361878505837e-06}, ""convergente"": true}, {""domanda_alt"": ""Does the name of the movie correlate with the renowned video game series it's based on?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7967466520198461, ""false"": 0.20323225243641718, ""altro"": 9.465136864890728e-06}, ""convergente"": true}, {""domanda_alt"": ""Is there a correlation between the title of the film and its inspiration from a well-known video game franchise?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8912878678444865, ""false"": 0.10869899057966179, ""altro"": 5.679710713219686e-06}, ""convergente"": true}]","[{""domanda_alt"": ""Is the 2019 film adaptation of \""Far Cry\"" inspired by the popular video game series?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.609889110696383e-07, ""false"": 0.9999969638287377, ""altro"": 1.9510905432611084e-06}, ""convergente"": true}]"
1998,is yield stress and yield strength the same,true,6,"[{""domanda_alt"": ""is yield stress and yield strength the same"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4958104168916605, ""false"": 0.5041719853294754, ""altro"": 6.554906955152336e-06}, ""convergente"": true}, {""domanda_alt"": ""Are yield stress and yield strength interchangeable concepts?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.20181856280586452, ""false"": 0.7981674533986046, ""altro"": 7.251518508080269e-06}, ""convergente"": true}, {""domanda_alt"": ""Do yield stress and yield strength refer to identical physical properties?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03604210075273706, ""false"": 0.9639496233599524, ""altro"": 4.127840023489435e-06}, ""convergente"": true}, {""domanda_alt"": ""Are yield stress and yield strength interchangeable concepts describing the same underlying mechanical characteristic?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.20044284694451953, ""false"": 0.7995396330917055, ""altro"": 8.20966290155131e-06}, ""convergente"": true}, {""domanda_alt"": ""Do yield stress and yield strength represent identical mechanical properties, sharing a common basis in their definition?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.028527796667454804, ""false"": 0.9714618119826354, ""altro"": 6.1380206272690176e-06}, ""convergente"": true}]","[{""domanda_alt"": ""Can the terms \""yield stress\"" and \""yield strength\"" be regarded as synonymous?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9970904324950448, ""false"": 0.0029078039351513943, ""altro"": 1.4663324188834555e-06}, ""convergente"": true}, {""domanda_alt"": ""Can the terms \""yield stress\"" and \""yield strength\"" be used synonymously to describe a material's behavior?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9792078755419089, ""false"": 0.020788280355019905, ""altro"": 3.0210470514946885e-06}, ""convergente"": true}, {""domanda_alt"": ""Can yield stress and yield strength be considered identical notions?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5906603653032394, ""false"": 0.4093279485949346, ""altro"": 4.885330613357139e-06}, ""convergente"": true}, {""domanda_alt"": ""Can yield stress and yield strength be considered equivalent notions?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9471565413436391, ""false"": 0.05283965209084788, ""altro"": 2.4046685201233566e-06}, ""convergente"": true}, {""domanda_alt"": ""Can yield stress and yield strength be considered synonymous terms?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5319421498218818, ""false"": 0.4680435935306139, ""altro"": 6.29283394126345e-06}, ""convergente"": true}, {""domanda_alt"": ""Can yield stress and yield strength be considered synonymous terms?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5319421498218818, ""false"": 0.4680435935306139, ""altro"": 6.29283394126345e-06}, ""convergente"": true}]"
1999,is there a season 14 of grey's anatomy,true,1,"[{""domanda_alt"": ""is there a season 14 of grey's anatomy"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9932218760934421, ""false"": 0.006775742032282888, ""altro"": 2.003869769692669e-06}, ""convergente"": true}, {""domanda_alt"": ""Will there be a fourteenth installment in the Grey's Anatomy television series?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9999865571991308, ""false"": 1.2791727094759518e-05, ""altro"": 6.575772241041306e-07}, ""convergente"": true}, {""domanda_alt"": ""Is it likely that the popular medical drama Grey's Anatomy will have a fourteenth season?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9999137465378, ""false"": 8.446153866126872e-05, ""altro"": 1.8893575274811412e-06}, ""convergente"": true}, {""domanda_alt"": ""Will there be a 14th installment of the successful television series Grey's Anatomy?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9992417159363761, ""false"": 0.0007558899906307395, ""altro"": 2.3404802149260614e-06}, ""convergente"": true}, {""domanda_alt"": ""Is a fourteenth season of the popular television show Grey's Anatomy being planned or produced?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9987182563546653, ""false"": 0.0012803615735538431, ""altro"": 1.2431065814303548e-06}, ""convergente"": true}]","[{""domanda_alt"": ""Is another season of the popular medical drama Grey's Anatomy planned beyond its current thirteen-part narrative arc?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2624234369281526, ""false"": 0.737542348953466, ""altro"": 1.841287897162936e-05}, ""convergente"": true}]"
2000,is the movie roman j israel based on a true story,false,0,"[{""domanda_alt"": ""is the movie roman j israel based on a true story"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.587112864106761e-07, ""false"": 0.9999973161683094, ""altro"": 2.1181191103975665e-06}, ""convergente"": true}, {""domanda_alt"": ""Is Roman J Israel's plot inspired by real-life events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005396585418440959, ""false"": 0.9994588089123074, ""altro"": 1.6597657431600063e-06}, ""convergente"": true}, {""domanda_alt"": ""Does Roman J. Israel's narrative draw from actual occurrences?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.08794980566787453, ""false"": 0.912036115755482, ""altro"": 1.043613357501879e-05}, ""convergente"": true}, {""domanda_alt"": ""Does Roman J. Israel's storyline borrow from real-life events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.010691101128483128, ""false"": 0.9893034696259968, ""altro"": 4.749725205388443e-06}, ""convergente"": true}, {""domanda_alt"": ""Does Roman J. Israel's narrative draw inspiration from actual happenings?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.09364959240152215, ""false"": 0.906340405558229, ""altro"": 6.737067038358427e-06}, ""convergente"": true}]",[]
2001,is national and enterprise car rental the same company,false,0,"[{""domanda_alt"": ""is national and enterprise car rental the same company"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03995786604806073, ""false"": 0.9600319934661602, ""altro"": 5.370323100532384e-06}, ""convergente"": true}, {""domanda_alt"": ""Are National Car Rental and Enterprise Rent-A-Car one and the same entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.3909365588933947e-06, ""false"": 0.9999964344671035, ""altro"": 2.989027954749928e-07}, ""convergente"": true}, {""domanda_alt"": ""Do National Car Rental and Enterprise Rent-A-Car constitute a single organization?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.015664561380528977, ""false"": 0.9843307420163687, ""altro"": 2.9092072665560178e-06}, ""convergente"": true}, {""domanda_alt"": ""Are National Car Rental and Enterprise Rent-A-Car essentially one entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.05024379991389415, ""false"": 0.949750147381933, ""altro"": 3.032550912455798e-06}, ""convergente"": true}, {""domanda_alt"": ""Do National Car Rental and Enterprise Rent-A-Car constitute a single corporate entity in reality?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00017732927348477044, ""false"": 0.9998219043401543, ""altro"": 6.843334969106497e-07}, ""convergente"": true}]",[]
2002,is the first wives club based on a true story,false,0,"[{""domanda_alt"": ""is the first wives club based on a true story"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.7280457561663013e-06, ""false"": 0.9999873734469803, ""altro"": 9.982787857004771e-06}, ""convergente"": true}, {""domanda_alt"": ""Does \""The First Wives Club\"" draw inspiration from real-life events or experiences?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008205005197611777, ""false"": 0.9917831640410806, ""altro"": 1.0160025042934893e-05}, ""convergente"": true}, {""domanda_alt"": ""Does the film \""The First Wives Club\"" derive its themes and storylines from actual life occurrences or personal anecdotes?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.05993721153579641, ""false"": 0.940042249193679, ""altro"": 1.673796461942774e-05}, ""convergente"": true}, {""domanda_alt"": ""To what extent do the plot and narrative of the movie \""The First Wives Club\"" draw inspiration from real-life experiences or individual recollections?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.057141720901559, ""false"": 0.9428264839424821, ""altro"": 2.6562853002540053e-05}, ""convergente"": true}, {""domanda_alt"": ""To what degree does the cinematic storytelling of \""The First Wives Club\"" derive its creative direction from actual events or personal memories, influencing the development of its plot and narrative?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0056643459032463365, ""false"": 0.9943231188367982, ""altro"": 1.1714219124922883e-05}, ""convergente"": true}]",[]
2003,is there a follow up film to the golden compass,false,0,"[{""domanda_alt"": ""is there a follow up film to the golden compass"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.001953352601894042, ""false"": 0.9980430336063173, ""altro"": 3.287612511166245e-06}, ""convergente"": true}, {""domanda_alt"": ""Is a sequel or continuation of \""The Golden Compass\"" being made?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0008239806863318338, ""false"": 0.9991721280540077, ""altro"": 3.3922793044339638e-06}, ""convergente"": true}, {""domanda_alt"": ""Is a filmic adaptation or follow-up to Philip Pullman's novel \""The Golden Compass\"" currently in production?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.025760326378649903, ""false"": 0.9742297657963704, ""altro"": 5.876898381521456e-06}, ""convergente"": true}, {""domanda_alt"": ""Is there an ongoing film or sequel project based on Philip Pullman's book \""The Golden Compass\""?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.02729132883609783, ""false"": 0.9726945555117564, ""altro"": 7.856054013751661e-06}, ""convergente"": true}, {""domanda_alt"": ""Are there currently in production or under development any movie adaptations or sequels related to Philip Pullman's novel \""The Golden Compass\""?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2965411939453261, ""false"": 0.7034195267815632, ""altro"": 1.6428461249036133e-05}, ""convergente"": true}]",[]
2004,can a real image be projected onto a screen,true,1,"[{""domanda_alt"": ""can a real image be projected onto a screen"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9999615079599405, ""false"": 3.810307088891023e-05, ""altro"": 4.675283586649275e-07}, ""convergente"": true}, {""domanda_alt"": ""Is it possible to cast an actual likeness onto a display surface?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9988620588631261, ""false"": 0.0011376408086158322, ""altro"": 3.821064251694349e-07}, ""convergente"": true}, {""domanda_alt"": ""Can one successfully project a precise representation onto a visual medium?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.99656921026341, ""false"": 0.0034297058961802658, ""altro"": 1.0477966257369685e-06}, ""convergente"": true}, {""domanda_alt"": ""Can you accurately depict an image on a visual platform?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9988861862476902, ""false"": 0.0011132809457143158, ""altro"": 5.620786604799448e-07}, ""convergente"": true}, {""domanda_alt"": ""Can you create a faithful representation of an image on a digital display?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7055973316028193, ""false"": 0.2943677805941579, ""altro"": 1.5454708231629533e-05}, ""convergente"": true}]","[{""domanda_alt"": ""Is it possible to display an inverted image on a surface?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.1908217605379706, ""false"": 0.8091446334265012, ""altro"": 1.2157293702719394e-05}, ""convergente"": true}]"
2005,have the bengals ever been to the superbowl,true,0,"[{""domanda_alt"": ""have the bengals ever been to the superbowl"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994273732911159, ""false"": 0.0005720984676072262, ""altro"": 6.79273215927194e-07}, ""convergente"": true}, {""domanda_alt"": ""Has the Cincinnati Bengals team appeared in a Super Bowl championship game at any point in their history?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998533405329875, ""false"": 0.0001463979780608454, ""altro"": 3.4578935079908553e-07}, ""convergente"": true}, {""domanda_alt"": ""Has the Cincinnati Bengals franchise ever participated in a Super Bowl tournament?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999824712333798, ""false"": 0.00017451813145460919, ""altro"": 8.944589754892988e-07}, ""convergente"": true}, {""domanda_alt"": ""Has the Cincinnati Bengals team ever appeared in a championship game known as the Super Bowl?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9997798544161095, ""false"": 0.00021983715587183716, ""altro"": 5.651844300725826e-07}, ""convergente"": true}, {""domanda_alt"": ""Has the Cincinnati Bengals football team participated in a championship contest officially referred to as the Super Bowl at any point in their history?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995087991901376, ""false"": 0.0004901785210638825, ""altro"": 9.187196381359899e-07}, ""convergente"": true}]",[]
2006,is the cabinet part of the executive branch,true,2,"[{""domanda_alt"": ""is the cabinet part of the executive branch"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9999970568630794, ""false"": 2.9462194969616397e-06, ""altro"": 1.1494332098634988e-07}, ""convergente"": true}, {""domanda_alt"": ""Does the cabinet fall within the scope of the executive arm of government?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999987759449602, ""false"": 1.2233253845890078e-05, ""altro"": 9.831977710336999e-08}, ""convergente"": true}, {""domanda_alt"": ""Is the cabinet's authority encompassed by the executive branch's jurisdiction?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9719031697198562, ""false"": 0.028093947287347085, ""altro"": 2.054421293379288e-06}, ""convergente"": true}, {""domanda_alt"": ""Does the scope of the cabinet's power fall within the boundaries defined by the executive branch?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7441757875617833, ""false"": 0.2558060761725093, ""altro"": 7.365430328425873e-06}, ""convergente"": true}, {""domanda_alt"": ""Does the authority vested in the cabinet align with the parameters set by the executive branch?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8699541472000238, ""false"": 0.13003629064766484, ""altro"": 4.35974040926727e-06}, ""convergente"": true}]","[{""domanda_alt"": ""Does the authority granted to the cabinet remain within the limits established by the executive department?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.07134215995909461, ""false"": 0.9286360108670632, ""altro"": 1.1655538702707384e-05}, ""convergente"": true}, {""domanda_alt"": ""Can the authority vested in the cabinet be confined to the parameters established by the executive department?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008797170954852267, ""false"": 0.9911958932145085, ""altro"": 4.5052711619448e-06}, ""convergente"": true}]"
2007,is the tv show taken still on the air,false,0,"[{""domanda_alt"": ""is the tv show taken still on the air"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.825424264558607e-07, ""false"": 0.9999972844885645, ""altro"": 2.0230717998634472e-06}, ""convergente"": true}, {""domanda_alt"": ""Is Taken currently airing its subsequent episodes?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.7829245745239325e-06, ""false"": 0.9999941069061982, ""altro"": 2.191778377891249e-06}, ""convergente"": true}, {""domanda_alt"": ""Are there upcoming installments of Taken being broadcast?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.9835410543573515e-05, ""false"": 0.9999381574333166, ""altro"": 1.8217313872159893e-06}, ""convergente"": true}, {""domanda_alt"": ""Will future episodes of Taken be aired?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.201808309183555e-05, ""false"": 0.9999556460084725, ""altro"": 2.2596090820467194e-06}, ""convergente"": true}, {""domanda_alt"": ""Will further installments of the Taken series receive television broadcast?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00012963789270896043, ""false"": 0.9998682078420578, ""altro"": 2.0793272827367016e-06}, ""convergente"": true}]",[]
2008,are liquor stores in oklahoma open on 4th of july,false,0,"[{""domanda_alt"": ""are liquor stores in oklahoma open on 4th of july"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0427964938124333, ""false"": 0.9571929027239036, ""altro"": 6.355973429969594e-06}, ""convergente"": true}, {""domanda_alt"": ""Do Oklahoma liquor stores observe business hours on Independence Day?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03536343747356523, ""false"": 0.9646292694660787, ""altro"": 4.312864263770638e-06}, ""convergente"": true}, {""domanda_alt"": ""Are liquor stores in Oklahoma open for business on July 4th?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00022820325015616424, ""false"": 0.999770929406871, ""altro"": 1.0726325257079775e-06}, ""convergente"": true}, {""domanda_alt"": ""Do Oklahoma liquor stores operate on Independence Day?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.000781305098045645, ""false"": 0.9992174973344373, ""altro"": 1.2928416075210246e-06}, ""convergente"": true}, {""domanda_alt"": ""Are Oklahoma liquor stores open for business on July 4th?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0003178363330129931, ""false"": 0.9996811639541678, ""altro"": 1.1131282514565737e-06}, ""convergente"": true}]",[]
2009,is a lightning bug the same as a firefly,true,6,"[{""domanda_alt"": ""is a lightning bug the same as a firefly"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9223504438431945, ""false"": 0.07764038197034016, ""altro"": 6.796587560946051e-06}, ""convergente"": true}, {""domanda_alt"": ""Are lightning bugs and fireflies interchangeable terms?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9913878837738302, ""false"": 0.008610380142574028, ""altro"": 1.5105574046608528e-06}, ""convergente"": true}, {""domanda_alt"": ""Can the terms \""lightning bugs\"" and \""fireflies\"" be used synonymously?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9281442499511353, ""false"": 0.07185134074736922, ""altro"": 2.7563067266305167e-06}, ""convergente"": true}, {""domanda_alt"": ""Can the colloquialisms \""lightning bugs\"" and \""fireflies\"" be considered interchangeable?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7008921702383193, ""false"": 0.29909497078650177, ""altro"": 6.223674447242153e-06}, ""convergente"": true}, {""domanda_alt"": ""Are \""lightning bugs\"" and \""fireflies\"" linguistically synonymous in informal contexts?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9715403917853321, ""false"": 0.028455035501652, ""altro"": 3.184883461683935e-06}, ""convergente"": true}]","[{""domanda_alt"": ""Is there a distinction between a lightning bug and a firefly?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.38263712584201937, ""false"": 0.6173039153307154, ""altro"": 4.52320315735011e-05}, ""convergente"": true}, {""domanda_alt"": ""Is there a distinction between the terms \""lightning bug\"" and \""firefly\""?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4165669093700421, ""false"": 0.5833857341409728, ""altro"": 2.9634178346088634e-05}, ""convergente"": true}, {""domanda_alt"": ""Can the labels \""lightning bugs\"" and \""fireflies\"" be used interchangeably?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.44891038279083734, ""false"": 0.5510729264406488, ""altro"": 6.9653462550557346e-06}, ""convergente"": true}, {""domanda_alt"": ""Are the colloquialisms \""lightning bugs\"" and \""fireflies\"" interchangeable in their denotations?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.3200253518085555, ""false"": 0.679955883101687, ""altro"": 8.318240260925598e-06}, ""convergente"": true}, {""domanda_alt"": ""Are the informal terms \""lightning bugs\"" and \""fireflies\"" equivalent in their meaning?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00869953811168346, ""false"": 0.9912957794695942, ""altro"": 2.9872798907504338e-06}, ""convergente"": true}, {""domanda_alt"": ""Are the terms \""lightning bugs\"" and \""fireflies\"" synonymous in everyday language?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.3943600345558182, ""false"": 0.6056246284547113, ""altro"": 6.931204750712321e-06}, ""convergente"": true}]"
2010,is universal healthcare the same as socialized medicine,true,1,"[{""domanda_alt"": ""is universal healthcare the same as socialized medicine"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4513988074686569, ""false"": 0.5481688836848735, ""altro"": 0.0003568118219609519}, ""convergente"": true}, {""domanda_alt"": ""Does the concept of comprehensive national health coverage equate with a system where medical services are administered by the state?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.10665275595791984, ""false"": 0.8933270894939624, ""altro"": 7.272312624278571e-06}, ""convergente"": true}, {""domanda_alt"": ""Is comprehensive national health coverage synonymous with a publicly managed healthcare system?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00714455143441439, ""false"": 0.9928508232713205, ""altro"": 2.8865450721449106e-06}, ""convergente"": true}, {""domanda_alt"": ""Does comprehensive national health coverage necessarily imply a public administration of healthcare services?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004648829701520707, ""false"": 0.9953481140355375, ""altro"": 2.25968883338606e-06}, ""convergente"": true}, {""domanda_alt"": ""Is provision of universal healthcare always accompanied by government-managed healthcare delivery systems?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0006091852476585968, ""false"": 0.9993887147833502, ""altro"": 1.958510689741849e-06}, ""convergente"": true}]","[{""domanda_alt"": ""Must comprehensive nationwide healthcare access inherently involve government oversight of healthcare provision?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7511945327975551, ""false"": 0.24879484014153683, ""altro"": 4.7041982378379875e-06}, ""convergente"": true}]"
2011,will there be more episodes of spirit riding free,true,1,"[{""domanda_alt"": ""will there be more episodes of spirit riding free"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.964716747575577, ""false"": 0.03526695435891653, ""altro"": 1.156003424280567e-05}, ""convergente"": true}, {""domanda_alt"": ""Will additional installments of Spirit Riding Free be created in the future?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999960275220046, ""false"": 3.918315798056738e-05, ""altro"": 5.735203578669656e-07}, ""convergente"": true}, {""domanda_alt"": ""Will there be further seasons or installments of the animated series Spirit Riding Free produced and released?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999654713487826, ""false"": 0.0003449334865283114, ""altro"": 6.663782833957917e-07}, ""convergente"": true}, {""domanda_alt"": ""Will additional episodes or seasons of the animated show Spirit Riding Free be created and made available?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998036160774243, ""false"": 0.0001957426947411032, ""altro"": 9.066212148616877e-07}, ""convergente"": true}, {""domanda_alt"": ""Will future installments, including potential sequels or spin-offs, of the animated series Spirit Riding Free be produced and released to the public?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9895404460372151, ""false"": 0.010428664693772263, ""altro"": 2.6088406413059275e-05}, ""convergente"": true}]","[{""domanda_alt"": ""Will there be more seasons or episodes of Spirit Riding Free produced beyond its current run?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4297491253569705, ""false"": 0.570177561555145, ""altro"": 4.8761419219318035e-05}, ""convergente"": true}]"
