id,domanda,reale,alternative_json
727,are swift codes and bsb numbers the same,false,"[{""domanda_alt"": ""are swift codes and bsb numbers the same"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 8.108183742930234e-05, ""false"": 0.9999064987298889, ""altro"": 1.2577798898187372e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between Swift codes and BSB numbers?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9999331182849679, ""false"": 5.4138959667402615e-05, ""altro"": 1.182070483565114e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.246695149362566e-05, ""false"": 0.9999259072799191, ""altro"": 1.168877876481912e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.378638916485105e-05, ""false"": 0.9999326413941799, ""altro"": 1.3492980516078243e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between Swift codes and BSB numbers?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9999331182849679, ""false"": 5.4138959667402615e-05, ""altro"": 1.182070483565114e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent the same information?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.108447642742858e-05, ""false"": 0.9999264871525366, ""altro"": 1.2371055901952954e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers refer to the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.323560800053225e-05, ""false"": 0.9999213716887644, ""altro"": 1.514082299989232e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent identical information?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.23701011728389e-05, ""false"": 0.9999240717772179, ""altro"": 1.3679019043422273e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.246695149362566e-05, ""false"": 0.9999259072799191, ""altro"": 1.168877876481912e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent identical information?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.23701011728389e-05, ""false"": 0.9999240717772179, ""altro"": 1.3679019043422273e-05}, ""ordine"": null}, {""domanda_alt"": ""Do SWIFT codes and BSB numbers represent the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.246695149362566e-05, ""false"": 0.9999259072799191, ""altro"": 1.168877876481912e-05}, ""ordine"": null}]"
728,is sampling error the same as standard deviation,true,"[{""domanda_alt"": ""is sampling error the same as standard deviation"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0009428451259201373, ""false"": 0.9990087952008863, ""altro"": 4.0911836025297935e-05}, ""ordine"": null}, {""domanda_alt"": ""Do sampling error and standard deviation represent the same concept?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00045793746449157666, ""false"": 0.9995074113471833, ""altro"": 3.0194165811667652e-05}, ""ordine"": null}, {""domanda_alt"": ""Do sampling error and standard deviation represent the same concept?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005123603888872021, ""false"": 0.9994536488696657, ""altro"": 3.0097392969347228e-05}, ""ordine"": null}, {""domanda_alt"": ""Are sampling error and standard deviation equivalent concepts?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004612468584032844, ""false"": 0.9953165305955404, ""altro"": 5.03255398681971e-05}, ""ordine"": null}, {""domanda_alt"": ""Do sampling error and standard deviation represent the same concept?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00045793746449157666, ""false"": 0.9995074113471833, ""altro"": 3.0194165811667652e-05}, ""ordine"": null}, {""domanda_alt"": ""Are sampling error and standard deviation equivalent?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0017620722905929858, ""false"": 0.9981754757602113, ""altro"": 4.7887272939255416e-05}, ""ordine"": null}, {""domanda_alt"": ""Are sampling error and standard deviation equivalent?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0016946822977185866, ""false"": 0.9982431571953742, ""altro"": 5.003765599357266e-05}, ""ordine"": null}, {""domanda_alt"": ""Do sampling error and standard deviation represent the same concept?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00045793746449157666, ""false"": 0.9995074113471833, ""altro"": 3.0194165811667652e-05}, ""ordine"": null}, {""domanda_alt"": ""Do sampling error and standard deviation represent the same concept?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005123603888872021, ""false"": 0.9994536488696657, ""altro"": 3.0097392969347228e-05}, ""ordine"": null}, {""domanda_alt"": ""Do sampling error and standard deviation represent the same concept?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005123603888872021, ""false"": 0.9994536488696657, ""altro"": 3.0097392969347228e-05}, ""ordine"": null}, {""domanda_alt"": ""Are sampling error and standard deviation equivalent concepts?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004612468584032844, ""false"": 0.9953165305955404, ""altro"": 5.03255398681971e-05}, ""ordine"": null}]"
729,does the scapula form a joint with the ribs,false,"[{""domanda_alt"": ""does the scapula form a joint with the ribs"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9973211380715775, ""false"": 0.002647243083180133, ""altro"": 2.6146151990706316e-05}, ""ordine"": null}, {""domanda_alt"": ""Do the ribs articulate with the scapula?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.001287636638526437, ""false"": 0.9986779303894636, ""altro"": 3.124675916155941e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the scapula articulate with the ribs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9982849795851991, ""false"": 0.001679859300973182, ""altro"": 2.859643679621402e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the shoulder blade articulate with the ribs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9971459558721296, ""false"": 0.00281536850085525, ""altro"": 3.0327425443110923e-05}, ""ordine"": null}, {""domanda_alt"": ""Does articulation between the scapula and ribs exist?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9957431008007865, ""false"": 0.004209933625777963, ""altro"": 3.471163844972724e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the scapula articulate with the ribs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9982849795851991, ""false"": 0.001679859300973182, ""altro"": 2.859643679621402e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a connection between the scapula and the ribs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.075559148367906, ""false"": 0.9243128115450775, ""altro"": 7.975655092163087e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a joint between the scapula and the ribs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9958995675107942, ""false"": 0.004063029703802017, ""altro"": 2.9160431426956645e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a connection between the scapula and the ribs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.075559148367906, ""false"": 0.9243128115450775, ""altro"": 7.975655092163087e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a joint connection between the scapula and the ribs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9914066165442602, ""false"": 0.008548768192063568, ""altro"": 3.34024400260928e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a joint between the scapula and the ribs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9958995675107942, ""false"": 0.004063029703802017, ""altro"": 2.9160431426956645e-05}, ""ordine"": null}]"
730,is diet rite and diet rc the same,true,"[{""domanda_alt"": ""is diet rite and diet rc the same"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.48574157332072504, ""false"": 0.5139352121354285, ""altro"": 0.0001499397344585097}, ""ordine"": null}, {""domanda_alt"": ""Do Diet Rite and Diet RC have identical formulations?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.04811520508767935, ""false"": 0.9513512362081312, ""altro"": 0.0004121021712122619}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.006098965710219052, ""false"": 0.9937994075362954, ""altro"": 6.841773109021385e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.007966568655558759, ""false"": 0.9919243136508205, ""altro"": 7.030190034267845e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.007966568655558759, ""false"": 0.9919243136508205, ""altro"": 7.030190034267845e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.007966568655558759, ""false"": 0.9919243136508205, ""altro"": 7.030190034267845e-05}, ""ordine"": null}, {""domanda_alt"": ""Do Diet Rite and Diet RC share the same ingredients?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4480946918246147, ""false"": 0.5476235548271198, ""altro"": 0.0038253349587118565}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC cola identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004985384556987195, ""false"": 0.9949407335453084, ""altro"": 5.17471492263222e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC cola identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004830256527489533, ""false"": 0.9950980645201788, ""altro"": 4.909357795042723e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC cola identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004830256527489533, ""false"": 0.9950980645201788, ""altro"": 4.909357795042723e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Diet Rite and Diet RC identical?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.006098965710219052, ""false"": 0.9937994075362954, ""altro"": 6.841773109021385e-05}, ""ordine"": null}]"
731,are solar cells the same as solar panels,false,"[{""domanda_alt"": ""are solar cells the same as solar panels"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.000256315578825965, ""false"": 0.9997199506761213, ""altro"": 2.2031352435041267e-05}, ""ordine"": null}, {""domanda_alt"": ""Do solar cells constitute solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5839810065470944, ""false"": 0.4157973227505667, ""altro"": 0.00013888651425831699}, ""ordine"": null}, {""domanda_alt"": ""Do solar cells and solar panels refer to the same thing?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00010450087862130758, ""false"": 0.9998758285689638, ""altro"": 1.931150198464268e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998955531519212, ""false"": 8.515434601752813e-05, ""altro"": 1.865032441571402e-05}, ""ordine"": null}, {""domanda_alt"": ""Do solar cells constitute solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5839810065470944, ""false"": 0.4157973227505667, ""altro"": 0.00013888651425831699}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998955531519212, ""false"": 8.515434601752813e-05, ""altro"": 1.865032441571402e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999914005309445, ""false"": 6.759191578672156e-05, ""altro"": 1.762275465794878e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999914005309445, ""false"": 6.759191578672156e-05, ""altro"": 1.762275465794878e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999914005309445, ""false"": 6.759191578672156e-05, ""altro"": 1.762275465794878e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999914005309445, ""false"": 6.759191578672156e-05, ""altro"": 1.762275465794878e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there a difference between solar cells and solar panels?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.999914005309445, ""false"": 6.759191578672156e-05, ""altro"": 1.762275465794878e-05}, ""ordine"": null}]"
732,is the movie the shape of water based on a book,false,"[{""domanda_alt"": ""is the movie the shape of water based on a book"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9564966879880337, ""false"": 0.04322942601469138, ""altro"": 0.00016597517990652263}, ""ordine"": null}, {""domanda_alt"": ""Was \""The Shape of Water\"" adapted from a novel?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9727871219861173, ""false"": 0.027001345721213467, ""altro"": 0.00014266420736546646}, ""ordine"": null}, {""domanda_alt"": ""Did \""The Shape of Water\"" originate from a novel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.02981508365976884, ""false"": 0.9699288027917488, ""altro"": 0.00017572399024960245}, ""ordine"": null}, {""domanda_alt"": ""Is \""The Shape of Water\"" adapted from a novel?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.944648167737578, ""false"": 0.05509699430559081, ""altro"": 0.00016350915934984568}, ""ordine"": null}, {""domanda_alt"": ""Did \""The Shape of Water\"" originate as a novel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0019046530919871246, ""false"": 0.9980105618885398, ""altro"": 7.3052704634648e-05}, ""ordine"": null}, {""domanda_alt"": ""Was The Shape of Water adapted from a novel?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9579069803210135, ""false"": 0.04184925747811471, ""altro"": 0.00015774995692453006}, ""ordine"": null}, {""domanda_alt"": ""Did \""The Shape of Water\"" originate as a novel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0019046530919871246, ""false"": 0.9980105618885398, ""altro"": 7.3052704634648e-05}, ""ordine"": null}, {""domanda_alt"": ""Did \""The Shape of Water\"" originate as a literary work?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.014126057270421195, ""false"": 0.9856609651305275, ""altro"": 0.00015453830345208918}, ""ordine"": null}, {""domanda_alt"": ""Was \""The Shape of Water\"" adapted from a novel?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9727871219861173, ""false"": 0.027001345721213467, ""altro"": 0.00014266420736546646}, ""ordine"": null}, {""domanda_alt"": ""Did the film \""The Shape of Water\"" originate from a novel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.40943449704824114, ""false"": 0.5901360612706866, ""altro"": 0.00026632969022313564}, ""ordine"": null}, {""domanda_alt"": ""Was \""The Shape of Water\"" adapted from a novel?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9727871219861173, ""false"": 0.027001345721213467, ""altro"": 0.00014266420736546646}, ""ordine"": null}]"
733,is selection sort more efficient than insertion sort,false,"[{""domanda_alt"": ""is selection sort more efficient than insertion sort"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00017530688149196513, ""false"": 0.9998020687849067, ""altro"": 2.106509186592835e-05}, ""ordine"": null}, {""domanda_alt"": ""Does selection sort outperform insertion sort in terms of efficiency?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005533273199078327, ""false"": 0.9994068792964387, ""altro"": 3.581333579143859e-05}, ""ordine"": null}, {""domanda_alt"": ""Does selection sort outperform insertion sort in terms of efficiency?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005440144193519985, ""false"": 0.9994127456683487, ""altro"": 3.89361380641322e-05}, ""ordine"": null}, {""domanda_alt"": ""Does selection sort outperform insertion sort in terms of efficiency?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005440144193519985, ""false"": 0.9994127456683487, ""altro"": 3.89361380641322e-05}, ""ordine"": null}, {""domanda_alt"": ""Does selection sort outperform insertion sort in terms of efficiency?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005440144193519985, ""false"": 0.9994127456683487, ""altro"": 3.89361380641322e-05}, ""ordine"": null}, {""domanda_alt"": ""Does selection sort outperform insertion sort in terms of efficiency?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005440144193519985, ""false"": 0.9994127456683487, ""altro"": 3.89361380641322e-05}, ""ordine"": null}, {""domanda_alt"": ""Which sorting algorithm, selection sort or insertion sort, is more efficient?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00019560421200144168, ""false"": 0.1259930615972755, ""altro"": 0.8737981780868572}, ""ordine"": null}, {""domanda_alt"": ""Which sorting algorithm, selection sort or insertion sort, is more efficient?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00020183722318531966, ""false"": 0.10262190229235502, ""altro"": 0.8971648560860643}, ""ordine"": null}, {""domanda_alt"": ""Which sorting algorithm, selection sort or insertion sort, is more efficient?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00020183722318531966, ""false"": 0.10262190229235502, ""altro"": 0.8971648560860643}, ""ordine"": null}, {""domanda_alt"": ""Does selection sort outperform insertion sort in terms of efficiency?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005533273199078327, ""false"": 0.9994068792964387, ""altro"": 3.581333579143859e-05}, ""ordine"": null}, {""domanda_alt"": ""Which sorting algorithm, selection sort or insertion sort, performs better?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00022692801082859021, ""false"": 0.011246836120500288, ""altro"": 0.9885130816940964}, ""ordine"": null}]"
734,is leatherface in texas chainsaw massacre the same,true,"[{""domanda_alt"": ""is leatherface in texas chainsaw massacre the same"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9045484539784017, ""false"": 0.09488803424123982, ""altro"": 0.00023039354518059033}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chain Saw Massacre\"" remain consistent?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9126799294439774, ""false"": 0.08675858387792841, ""altro"": 0.00020960283899480321}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface's character remain consistent throughout The Texas Chainsaw Massacre?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008518728829091108, ""false"": 0.9913126821050482, ""altro"": 0.00010610066027306893}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chain Saw Massacre\"" retain his identity throughout the films?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2483365321119251, ""false"": 0.7511641341032858, ""altro"": 0.00021409631221969323}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chain Saw Massacre\"" remain consistent?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9126799294439774, ""false"": 0.08675858387792841, ""altro"": 0.00020960283899480321}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chainsaw Massacre\"" remain consistent throughout the franchise?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.06750410608892214, ""false"": 0.9322488508875921, ""altro"": 0.0001326745600161001}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chain Saw Massacre\"" have a consistent identity throughout the franchise?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00627289998435549, ""false"": 0.9936587412853438, ""altro"": 5.008277893172043e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from The Texas Chain Saw Massacre remain consistent throughout the franchise?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.05352182788441026, ""false"": 0.9462365065436819, ""altro"": 0.00013270008760215933}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chain Saw Massacre\"" have a consistent identity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4410131206282384, ""false"": 0.5584602878725604, ""altro"": 0.00022439066122492874}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface's identity remain consistent throughout The Texas Chain Saw Massacre?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2780760586097254, ""false"": 0.7213270528103689, ""altro"": 0.00024514220257507483}, ""ordine"": null}, {""domanda_alt"": ""Does Leatherface from \""The Texas Chain Saw Massacre\"" retain his identity?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9924104795540166, ""false"": 0.007289777232297526, ""altro"": 0.00012986009586918776}, ""ordine"": null}]"
735,are only commercial banks subject to​ runs,false,"[{""domanda_alt"": ""are only commercial banks subject to\u200b runs"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0023976777279723534, ""false"": 0.9975524085896467, ""altro"": 3.8130389331107707e-05}, ""ordine"": null}, {""domanda_alt"": ""Do solely commercial banks experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0034796474463127023, ""false"": 0.996455452497904, ""altro"": 4.249160447714412e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it true that only commercial banks can experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0027142857993229462, ""false"": 0.9972355883614156, ""altro"": 4.1481864069159523e-05}, ""ordine"": null}, {""domanda_alt"": ""Can only commercial banks experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.005554786962481387, ""false"": 0.9943677156756008, ""altro"": 5.114486775005315e-05}, ""ordine"": null}, {""domanda_alt"": ""Do exclusively commercial banks experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004130117173774859, ""false"": 0.9957957288542951, ""altro"": 5.038614287343944e-05}, ""ordine"": null}, {""domanda_alt"": ""Do exclusively commercial banks face the risk of bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004025229161447577, ""false"": 0.9959098522984824, ""altro"": 4.8445641950903894e-05}, ""ordine"": null}, {""domanda_alt"": ""Do solely commercial banks experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0034796474463127023, ""false"": 0.996455452497904, ""altro"": 4.249160447714412e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it solely commercial banks that experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0054213466159655985, ""false"": 0.9945058592186844, ""altro"": 5.027258713181218e-05}, ""ordine"": null}, {""domanda_alt"": ""Do exclusively commercial banks face the risk of bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004025229161447577, ""false"": 0.9959098522984824, ""altro"": 4.8445641950903894e-05}, ""ordine"": null}, {""domanda_alt"": ""Do solely commercial banks experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0034796474463127023, ""false"": 0.996455452497904, ""altro"": 4.249160447714412e-05}, ""ordine"": null}, {""domanda_alt"": ""Do only commercial banks experience bank runs?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0039436039451288055, ""false"": 0.9959869702305932, ""altro"": 4.7978948577173977e-05}, ""ordine"": null}]"
736,is windows subsystem for linux a virtual machine,false,"[{""domanda_alt"": ""is windows subsystem for linux a virtual machine"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00014140289602798374, ""false"": 0.999844720539777, ""altro"": 1.373352450717231e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux function as a virtual machine?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00017282601313470337, ""false"": 0.9998122610000075, ""altro"": 1.5029004673140221e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux utilize virtualization?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.007210719046895747, ""false"": 0.9927252953513739, ""altro"": 5.997911929330906e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux utilize virtualization technology?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.011683030639241703, ""false"": 0.9882501016837599, ""altro"": 5.858176819513494e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux function as a virtual machine?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00017282601313470337, ""false"": 0.9998122610000075, ""altro"": 1.5029004673140221e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux utilize virtualization?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.007210719046895747, ""false"": 0.9927252953513739, ""altro"": 5.997911929330906e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux run as a virtualized environment?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0010675676767469974, ""false"": 0.9988981058526124, ""altro"": 3.11976953554301e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux utilize virtualization technology?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.011683030639241703, ""false"": 0.9882501016837599, ""altro"": 5.858176819513494e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux utilize virtualization technology?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.01169043114149609, ""false"": 0.9882467354023882, ""altro"": 5.558267969738855e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux operate as a virtual machine?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00012648780152756123, ""false"": 0.9998592359614491, ""altro"": 1.4506314744943031e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Windows Subsystem for Linux run as a virtual machine?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0001763369173109456, ""false"": 0.9998070127868574, ""altro"": 1.6488025074954925e-05}, ""ordine"": null}]"
